time,dB
2025-11-14T08:04:17.263420Z,-84.60
2025-11-14T08:04:17.263421Z,-84.85
2025-11-14T08:04:17.263422Z,-84.94
2025-11-14T08:04:17.263423Z,-84.72
2025-11-14T08:04:17.263424Z,-84.34
2025-11-14T08:04:17.263425Z,-84.43
2025-11-14T08:04:17.263426Z,-85.01
2025-11-14T08:04:17.263427Z,-84.06
2025-11-14T08:04:17.263428Z,-84.26
2025-11-14T08:04:17.263429Z,-84.82
2025-11-14T08:04:17.263430Z,-84.29
2025-11-14T08:04:17.263431Z,-84.94
2025-11-14T08:04:17.263432Z,-84.65
2025-11-14T08:04:17.263433Z,-82.98
2025-11-14T08:04:17.263434Z,-84.83
2025-11-14T08:04:17.263435Z,-83.63
2025-11-14T08:04:17.263436Z,-84.79
2025-11-14T08:04:17.263437Z,-85.73
2025-11-14T08:04:17.263438Z,-84.52
2025-11-14T08:04:17.263439Z,-85.40
2025-11-14T08:04:17.263440Z,-83.12
2025-11-14T08:04:17.263441Z,-84.12
2025-11-14T08:04:17.263442Z,-85.34
2025-11-14T08:04:17.263443Z,-84.78
2025-11-14T08:04:17.263444Z,-84.60
2025-11-14T08:04:17.263445Z,-84.39
2025-11-14T08:04:17.263446Z,-84.71
2025-11-14T08:04:17.263447Z,-83.73
2025-11-14T08:04:17.263448Z,-86.13
2025-11-14T08:04:17.263449Z,-85.43
2025-11-14T08:04:17.263450Z,-84.68
2025-11-14T08:04:17.263451Z,-84.30
2025-11-14T08:04:17.263452Z,-85.27
2025-11-14T08:04:17.263453Z,-83.73
2025-11-14T08:04:17.263454Z,-83.63
2025-11-14T08:04:17.263455Z,-85.15
2025-11-14T08:04:17.263456Z,-84.24
2025-11-14T08:04:17.263457Z,-83.77
2025-11-14T08:04:17.263458Z,-84.08
2025-11-14T08:04:17.263459Z,-84.76
2025-11-14T08:04:17.263460Z,-83.90
2025-11-14T08:04:17.263461Z,-83.97
2025-11-14T08:04:17.263462Z,-84.40
2025-11-14T08:04:17.263463Z,-85.28
2025-11-14T08:04:17.263464Z,-85.19
2025-11-14T08:04:17.263465Z,-84.82
2025-11-14T08:04:17.263466Z,-83.80
2025-11-14T08:04:17.263467Z,-85.50
2025-11-14T08:04:17.263468Z,-84.90
2025-11-14T08:04:17.263469Z,-84.74
2025-11-14T08:04:17.263470Z,-84.93
2025-11-14T08:04:17.263471Z,-83.76
2025-11-14T08:04:17.263472Z,-85.65
2025-11-14T08:04:17.263473Z,-83.77
2025-11-14T08:04:17.263474Z,-85.56
2025-11-14T08:04:17.263475Z,-84.53
2025-11-14T08:04:17.263476Z,-85.36
2025-11-14T08:04:17.263477Z,-85.03
2025-11-14T08:04:17.263478Z,-83.73
2025-11-14T08:04:17.263479Z,-85.03
2025-11-14T08:04:17.263480Z,-84.71
2025-11-14T08:04:17.263481Z,-84.71
2025-11-14T08:04:17.263482Z,-85.05
2025-11-14T08:04:17.263483Z,-83.66
2025-11-14T08:04:17.263484Z,-85.04
2025-11-14T08:04:17.263485Z,-83.75
2025-11-14T08:04:17.263486Z,-85.76
2025-11-14T08:04:17.263487Z,-83.96
2025-11-14T08:04:17.263488Z,-85.31
2025-11-14T08:04:17.263489Z,-85.51
2025-11-14T08:04:17.263490Z,-83.94
2025-11-14T08:04:17.263491Z,-83.34
2025-11-14T08:04:17.263492Z,-83.93
2025-11-14T08:04:17.263493Z,-83.51
2025-11-14T08:04:17.263494Z,-84.78
2025-11-14T08:04:17.263495Z,-84.05
2025-11-14T08:04:17.263496Z,-84.49
2025-11-14T08:04:17.263497Z,-85.29
2025-11-14T08:04:17.263498Z,-85.68
2025-11-14T08:04:17.263499Z,-82.35
2025-11-14T08:04:17.263500Z,-84.13
2025-11-14T08:04:17.263501Z,-84.61
2025-11-14T08:04:17.263502Z,-83.42
2025-11-14T08:04:17.263503Z,-83.20
2025-11-14T08:04:17.263504Z,-85.79
2025-11-14T08:04:17.263505Z,-83.58
2025-11-14T08:04:17.263506Z,-84.15
2025-11-14T08:04:17.263507Z,-83.64
2025-11-14T08:04:17.263508Z,-83.44
2025-11-14T08:04:17.263509Z,-84.53
2025-11-14T08:04:17.263510Z,-85.55
2025-11-14T08:04:17.263511Z,-85.35
2025-11-14T08:04:17.263512Z,-83.99
2025-11-14T08:04:17.263513Z,-84.17
2025-11-14T08:04:17.263514Z,-84.63
2025-11-14T08:04:17.263515Z,-84.26
2025-11-14T08:04:17.263516Z,-84.85
2025-11-14T08:04:17.263517Z,-84.18
2025-11-14T08:04:17.263518Z,-84.73
2025-11-14T08:04:17.263519Z,-84.16
2025-11-14T08:04:17.263520Z,-83.31
2025-11-14T08:04:17.263521Z,-83.14
2025-11-14T08:04:17.263522Z,-82.63
2025-11-14T08:04:17.263523Z,-83.02
2025-11-14T08:04:17.263524Z,-83.16
2025-11-14T08:04:17.263525Z,-82.65
2025-11-14T08:04:17.263526Z,-84.90
2025-11-14T08:04:17.263527Z,-83.72
2025-11-14T08:04:17.263528Z,-84.12
2025-11-14T08:04:17.263529Z,-84.16
2025-11-14T08:04:17.263530Z,-83.94
2025-11-14T08:04:17.263531Z,-84.84
2025-11-14T08:04:17.263532Z,-83.54
2025-11-14T08:04:17.263533Z,-84.91
2025-11-14T08:04:17.263534Z,-83.71
2025-11-14T08:04:17.263535Z,-84.06
2025-11-14T08:04:17.263536Z,-85.01
2025-11-14T08:04:17.263537Z,-85.55
2025-11-14T08:04:17.263538Z,-84.56
2025-11-14T08:04:17.263539Z,-83.72
2025-11-14T08:04:17.263540Z,-84.66
2025-11-14T08:04:17.263541Z,-83.35
2025-11-14T08:04:17.263542Z,-83.13
2025-11-14T08:04:17.263543Z,-84.93
2025-11-14T08:04:17.263544Z,-85.64
2025-11-14T08:04:17.263545Z,-83.94
2025-11-14T08:04:17.263546Z,-84.68
2025-11-14T08:04:17.263547Z,-84.67
2025-11-14T08:04:17.263548Z,-84.60
2025-11-14T08:04:17.263549Z,-83.08
2025-11-14T08:04:17.263550Z,-84.73
2025-11-14T08:04:17.263551Z,-83.84
2025-11-14T08:04:17.263552Z,-83.07
2025-11-14T08:04:17.263553Z,-84.10
2025-11-14T08:04:17.263554Z,-82.55
2025-11-14T08:04:17.263555Z,-83.90
2025-11-14T08:04:17.263556Z,-83.67
2025-11-14T08:04:17.263557Z,-84.56
2025-11-14T08:04:17.263558Z,-83.22
2025-11-14T08:04:17.263559Z,-84.34
2025-11-14T08:04:17.263560Z,-83.30
2025-11-14T08:04:17.263561Z,-84.10
2025-11-14T08:04:17.263562Z,-84.36
2025-11-14T08:04:17.263563Z,-83.19
2025-11-14T08:04:17.263564Z,-84.63
2025-11-14T08:04:17.263565Z,-84.49
2025-11-14T08:04:17.263566Z,-83.63
2025-11-14T08:04:17.263567Z,-84.73
2025-11-14T08:04:17.263568Z,-84.39
2025-11-14T08:04:17.263569Z,-84.60
2025-11-14T08:04:17.263570Z,-84.36
2025-11-14T08:04:17.263571Z,-84.06
2025-11-14T08:04:17.263572Z,-83.21
2025-11-14T08:04:17.263573Z,-84.98
2025-11-14T08:04:17.263574Z,-83.41
2025-11-14T08:04:17.263575Z,-83.94
2025-11-14T08:04:17.263576Z,-84.24
2025-11-14T08:04:17.263577Z,-83.40
2025-11-14T08:04:17.263578Z,-84.17
2025-11-14T08:04:17.263579Z,-83.79
2025-11-14T08:04:17.263580Z,-84.80
2025-11-14T08:04:17.263581Z,-84.34
2025-11-14T08:04:17.263582Z,-82.45
2025-11-14T08:04:17.263583Z,-83.80
2025-11-14T08:04:17.263584Z,-83.27
2025-11-14T08:04:17.263585Z,-85.72
2025-11-14T08:04:17.263586Z,-83.16
2025-11-14T08:04:17.263587Z,-83.38
2025-11-14T08:04:17.263588Z,-84.50
2025-11-14T08:04:17.263589Z,-85.28
2025-11-14T08:04:17.263590Z,-84.55
2025-11-14T08:04:17.263591Z,-84.67
2025-11-14T08:04:17.263592Z,-84.54
2025-11-14T08:04:17.263593Z,-83.94
2025-11-14T08:04:17.263594Z,-82.93
2025-11-14T08:04:17.263595Z,-83.44
2025-11-14T08:04:17.263596Z,-84.18
2025-11-14T08:04:17.263597Z,-84.15
2025-11-14T08:04:17.263598Z,-82.26
2025-11-14T08:04:17.263599Z,-84.37
2025-11-14T08:04:17.263600Z,-83.96
2025-11-14T08:04:17.263601Z,-84.34
2025-11-14T08:04:17.263602Z,-83.85
2025-11-14T08:04:17.263603Z,-82.76
2025-11-14T08:04:17.263604Z,-84.16
2025-11-14T08:04:17.263605Z,-83.62
2025-11-14T08:04:17.263606Z,-84.52
2025-11-14T08:04:17.263607Z,-83.81
2025-11-14T08:04:17.263608Z,-84.30
2025-11-14T08:04:17.263609Z,-83.28
2025-11-14T08:04:17.263610Z,-83.25
2025-11-14T08:04:17.263611Z,-83.50
2025-11-14T08:04:17.263612Z,-83.56
2025-11-14T08:04:17.263613Z,-84.97
2025-11-14T08:04:17.263614Z,-83.62
2025-11-14T08:04:17.263615Z,-82.96
2025-11-14T08:04:17.263616Z,-84.66
2025-11-14T08:04:17.263617Z,-85.19
2025-11-14T08:04:17.263618Z,-84.21
2025-11-14T08:04:17.263619Z,-84.27
2025-11-14T08:04:17.263620Z,-84.86
2025-11-14T08:04:17.263621Z,-83.37
2025-11-14T08:04:17.263622Z,-85.94
2025-11-14T08:04:17.263623Z,-83.69
2025-11-14T08:04:17.263624Z,-84.20
2025-11-14T08:04:17.263625Z,-84.17
2025-11-14T08:04:17.263626Z,-84.29
2025-11-14T08:04:17.263627Z,-83.87
2025-11-14T08:04:17.263628Z,-85.53
2025-11-14T08:04:17.263629Z,-83.84
2025-11-14T08:04:17.263630Z,-85.02
2025-11-14T08:04:17.263631Z,-83.35
2025-11-14T08:04:17.263632Z,-85.11
2025-11-14T08:04:17.263633Z,-82.41
2025-11-14T08:04:17.263634Z,-84.45
2025-11-14T08:04:17.263635Z,-83.73
2025-11-14T08:04:17.263636Z,-83.41
2025-11-14T08:04:17.263637Z,-83.77
2025-11-14T08:04:17.263638Z,-83.47
2025-11-14T08:04:17.263639Z,-83.55
2025-11-14T08:04:17.263640Z,-83.33
2025-11-14T08:04:17.263641Z,-84.20
2025-11-14T08:04:17.263642Z,-83.02
2025-11-14T08:04:17.263643Z,-84.16
2025-11-14T08:04:17.263644Z,-85.22
2025-11-14T08:04:17.263645Z,-83.90
2025-11-14T08:04:17.263646Z,-84.30
2025-11-14T08:04:17.263647Z,-84.69
2025-11-14T08:04:17.263648Z,-83.47
2025-11-14T08:04:17.263649Z,-82.89
2025-11-14T08:04:17.263650Z,-85.02
2025-11-14T08:04:17.263651Z,-82.46
2025-11-14T08:04:17.263652Z,-83.76
2025-11-14T08:04:17.263653Z,-83.40
2025-11-14T08:04:17.263654Z,-84.92
2025-11-14T08:04:17.263655Z,-83.55
2025-11-14T08:04:17.263656Z,-83.72
2025-11-14T08:04:17.263657Z,-83.70
2025-11-14T08:04:17.263658Z,-82.76
2025-11-14T08:04:17.263659Z,-83.36
2025-11-14T08:04:17.263660Z,-83.17
2025-11-14T08:04:17.263661Z,-83.42
2025-11-14T08:04:17.263662Z,-83.32
2025-11-14T08:04:17.263663Z,-84.47
2025-11-14T08:04:17.263664Z,-82.35
2025-11-14T08:04:17.263665Z,-83.26
2025-11-14T08:04:17.263666Z,-83.34
2025-11-14T08:04:17.263667Z,-85.48
2025-11-14T08:04:17.263668Z,-82.62
2025-11-14T08:04:17.263669Z,-84.27
2025-11-14T08:04:17.263670Z,-83.84
2025-11-14T08:04:17.263671Z,-84.28
2025-11-14T08:04:17.263672Z,-83.83
2025-11-14T08:04:17.263673Z,-82.52
2025-11-14T08:04:17.263674Z,-83.32
2025-11-14T08:04:17.263675Z,-84.54
2025-11-14T08:04:17.263676Z,-85.41
2025-11-14T08:04:17.263677Z,-85.08
2025-11-14T08:04:17.263678Z,-83.99
2025-11-14T08:04:17.263679Z,-84.94
2025-11-14T08:04:17.263680Z,-83.85
2025-11-14T08:04:17.263681Z,-82.90
2025-11-14T08:04:17.263682Z,-84.47
2025-11-14T08:04:17.263683Z,-84.41
2025-11-14T08:04:17.263684Z,-84.63
2025-11-14T08:04:17.263685Z,-84.45
2025-11-14T08:04:17.263686Z,-82.32
2025-11-14T08:04:17.263687Z,-83.39
2025-11-14T08:04:17.263688Z,-83.24
2025-11-14T08:04:17.263689Z,-83.22
2025-11-14T08:04:17.263690Z,-83.15
2025-11-14T08:04:17.263691Z,-84.28
2025-11-14T08:04:17.263692Z,-82.45
2025-11-14T08:04:17.263693Z,-83.09
2025-11-14T08:04:17.263694Z,-84.20
2025-11-14T08:04:17.263695Z,-84.01
2025-11-14T08:04:17.263696Z,-83.91
2025-11-14T08:04:17.263697Z,-84.87
2025-11-14T08:04:17.263698Z,-83.97
2025-11-14T08:04:17.263699Z,-82.93
2025-11-14T08:04:17.263700Z,-83.86
2025-11-14T08:04:17.263701Z,-85.14
2025-11-14T08:04:17.263702Z,-82.84
2025-11-14T08:04:17.263703Z,-82.98
2025-11-14T08:04:17.263704Z,-84.16
2025-11-14T08:04:17.263705Z,-84.19
2025-11-14T08:04:17.263706Z,-83.61
2025-11-14T08:04:17.263707Z,-84.20
2025-11-14T08:04:17.263708Z,-83.44
2025-11-14T08:04:17.263709Z,-84.41
2025-11-14T08:04:17.263710Z,-83.72
2025-11-14T08:04:17.263711Z,-83.14
2025-11-14T08:04:17.263712Z,-83.16
2025-11-14T08:04:17.263713Z,-82.77
2025-11-14T08:04:17.263714Z,-83.53
2025-11-14T08:04:17.263715Z,-82.77
2025-11-14T08:04:17.263716Z,-83.87
2025-11-14T08:04:17.263717Z,-81.45
2025-11-14T08:04:17.263718Z,-83.98
2025-11-14T08:04:17.263719Z,-83.59
2025-11-14T08:04:17.263720Z,-83.42
2025-11-14T08:04:17.263721Z,-82.91
2025-11-14T08:04:17.263722Z,-83.66
2025-11-14T08:04:17.263723Z,-83.00
2025-11-14T08:04:17.263724Z,-82.75
2025-11-14T08:04:17.263725Z,-83.26
2025-11-14T08:04:17.263726Z,-83.42
2025-11-14T08:04:17.263727Z,-83.60
2025-11-14T08:04:17.263728Z,-83.83
2025-11-14T08:04:17.263729Z,-83.60
2025-11-14T08:04:17.263730Z,-84.85
2025-11-14T08:04:17.263731Z,-84.01
2025-11-14T08:04:17.263732Z,-83.48
2025-11-14T08:04:17.263733Z,-84.16
2025-11-14T08:04:17.263734Z,-84.15
2025-11-14T08:04:17.263735Z,-82.42
2025-11-14T08:04:17.263736Z,-83.35
2025-11-14T08:04:17.263737Z,-83.80
2025-11-14T08:04:17.263738Z,-84.25
2025-11-14T08:04:17.263739Z,-84.19
2025-11-14T08:04:17.263740Z,-84.17
2025-11-14T08:04:17.263741Z,-84.34
2025-11-14T08:04:17.263742Z,-81.81
2025-11-14T08:04:17.263743Z,-83.85
2025-11-14T08:04:17.263744Z,-83.87
2025-11-14T08:04:17.263745Z,-83.18
2025-11-14T08:04:17.263746Z,-84.32
2025-11-14T08:04:17.263747Z,-82.39
2025-11-14T08:04:17.263748Z,-83.09
2025-11-14T08:04:17.263749Z,-82.80
2025-11-14T08:04:17.263750Z,-84.09
2025-11-14T08:04:17.263751Z,-84.93
2025-11-14T08:04:17.263752Z,-83.50
2025-11-14T08:04:17.263753Z,-83.71
2025-11-14T08:04:17.263754Z,-83.42
2025-11-14T08:04:17.263755Z,-83.65
2025-11-14T08:04:17.263756Z,-83.49
2025-11-14T08:04:17.263757Z,-84.77
2025-11-14T08:04:17.263758Z,-85.07
2025-11-14T08:04:17.263759Z,-85.64
2025-11-14T08:04:17.263760Z,-85.60
2025-11-14T08:04:17.263761Z,-83.42
2025-11-14T08:04:17.263762Z,-82.30
2025-11-14T08:04:17.263763Z,-83.78
2025-11-14T08:04:17.263764Z,-83.18
2025-11-14T08:04:17.263765Z,-83.83
2025-11-14T08:04:17.263766Z,-83.27
2025-11-14T08:04:17.263767Z,-83.20
2025-11-14T08:04:17.263768Z,-83.85
2025-11-14T08:04:17.263769Z,-83.74
2025-11-14T08:04:17.263770Z,-84.00
2025-11-14T08:04:17.263771Z,-84.42
2025-11-14T08:04:17.263772Z,-84.18
2025-11-14T08:04:17.263773Z,-83.94
2025-11-14T08:04:17.263774Z,-84.52
2025-11-14T08:04:17.263775Z,-84.74
2025-11-14T08:04:17.263776Z,-84.78
2025-11-14T08:04:17.263777Z,-85.17
2025-11-14T08:04:17.263778Z,-83.07
2025-11-14T08:04:17.263779Z,-83.84
2025-11-14T08:04:17.263780Z,-83.74
2025-11-14T08:04:17.263781Z,-83.03
2025-11-14T08:04:17.263782Z,-83.96
2025-11-14T08:04:17.263783Z,-83.02
2025-11-14T08:04:17.263784Z,-84.54
2025-11-14T08:04:17.263785Z,-82.57
2025-11-14T08:04:17.263786Z,-83.35
2025-11-14T08:04:17.263787Z,-82.30
2025-11-14T08:04:17.263788Z,-83.01
2025-11-14T08:04:17.263789Z,-84.83
2025-11-14T08:04:17.263790Z,-83.36
2025-11-14T08:04:17.263791Z,-84.15
2025-11-14T08:04:17.263792Z,-84.97
2025-11-14T08:04:17.263793Z,-83.26
2025-11-14T08:04:17.263794Z,-83.09
2025-11-14T08:04:17.263795Z,-82.57
2025-11-14T08:04:17.263796Z,-84.15
2025-11-14T08:04:17.263797Z,-84.60
2025-11-14T08:04:17.263798Z,-82.80
2025-11-14T08:04:17.263799Z,-84.26
2025-11-14T08:04:17.263800Z,-82.46
2025-11-14T08:04:17.263801Z,-83.84
2025-11-14T08:04:17.263802Z,-83.10
2025-11-14T08:04:17.263803Z,-83.16
2025-11-14T08:04:17.263804Z,-83.31
2025-11-14T08:04:17.263805Z,-83.38
2025-11-14T08:04:17.263806Z,-83.54
2025-11-14T08:04:17.263807Z,-84.63
2025-11-14T08:04:17.263808Z,-82.74
2025-11-14T08:04:17.263809Z,-83.30
2025-11-14T08:04:17.263810Z,-83.24
2025-11-14T08:04:17.263811Z,-83.21
2025-11-14T08:04:17.263812Z,-82.02
2025-11-14T08:04:17.263813Z,-83.26
2025-11-14T08:04:17.263814Z,-83.30
2025-11-14T08:04:17.263815Z,-84.52
2025-11-14T08:04:17.263816Z,-82.65
2025-11-14T08:04:17.263817Z,-82.14
2025-11-14T08:04:17.263818Z,-83.89
2025-11-14T08:04:17.263819Z,-82.02
2025-11-14T08:04:17.263820Z,-82.15
2025-11-14T08:04:17.263821Z,-83.28
2025-11-14T08:04:17.263822Z,-82.42
2025-11-14T08:04:17.263823Z,-82.70
2025-11-14T08:04:17.263824Z,-84.34
2025-11-14T08:04:17.263825Z,-83.12
2025-11-14T08:04:17.263826Z,-82.39
2025-11-14T08:04:17.263827Z,-84.22
2025-11-14T08:04:17.263828Z,-83.08
2025-11-14T08:04:17.263829Z,-82.83
2025-11-14T08:04:17.263830Z,-82.84
2025-11-14T08:04:17.263831Z,-83.42
2025-11-14T08:04:17.263832Z,-84.11
2025-11-14T08:04:17.263833Z,-83.70
2025-11-14T08:04:17.263834Z,-82.98
2025-11-14T08:04:17.263835Z,-83.05
2025-11-14T08:04:17.263836Z,-83.30
2025-11-14T08:04:17.263837Z,-84.04
2025-11-14T08:04:17.263838Z,-83.01
2025-11-14T08:04:17.263839Z,-84.89
2025-11-14T08:04:17.263840Z,-82.81
2025-11-14T08:04:17.263841Z,-83.46
2025-11-14T08:04:17.263842Z,-82.91
2025-11-14T08:04:17.263843Z,-84.05
2025-11-14T08:04:17.263844Z,-82.46
2025-11-14T08:04:17.263845Z,-84.29
2025-11-14T08:04:17.263846Z,-83.06
2025-11-14T08:04:17.263847Z,-82.54
2025-11-14T08:04:17.263848Z,-83.05
2025-11-14T08:04:17.263849Z,-84.88
2025-11-14T08:04:17.263850Z,-83.34
2025-11-14T08:04:17.263851Z,-83.41
2025-11-14T08:04:17.263852Z,-84.00
2025-11-14T08:04:17.263853Z,-84.04
2025-11-14T08:04:17.263854Z,-82.45
2025-11-14T08:04:17.263855Z,-83.51
2025-11-14T08:04:17.263856Z,-83.28
2025-11-14T08:04:17.263857Z,-84.08
2025-11-14T08:04:17.263858Z,-83.62
2025-11-14T08:04:17.263859Z,-83.74
2025-11-14T08:04:17.263860Z,-82.85
2025-11-14T08:04:17.263861Z,-83.66
2025-11-14T08:04:17.263862Z,-82.68
2025-11-14T08:04:17.263863Z,-83.30
2025-11-14T08:04:17.263864Z,-82.45
2025-11-14T08:04:17.263865Z,-81.35
2025-11-14T08:04:17.263866Z,-83.28
2025-11-14T08:04:17.263867Z,-83.11
2025-11-14T08:04:17.263868Z,-83.02
2025-11-14T08:04:17.263869Z,-83.65
2025-11-14T08:04:17.263870Z,-83.21
2025-11-14T08:04:17.263871Z,-84.09
2025-11-14T08:04:17.263872Z,-82.17
2025-11-14T08:04:17.263873Z,-84.44
2025-11-14T08:04:17.263874Z,-83.57
2025-11-14T08:04:17.263875Z,-83.15
2025-11-14T08:04:17.263876Z,-83.99
2025-11-14T08:04:17.263877Z,-82.43
2025-11-14T08:04:17.263878Z,-83.34
2025-11-14T08:04:17.263879Z,-83.71
2025-11-14T08:04:17.263880Z,-84.59
2025-11-14T08:04:17.263881Z,-81.63
2025-11-14T08:04:17.263882Z,-83.00
2025-11-14T08:04:17.263883Z,-84.20
2025-11-14T08:04:17.263884Z,-84.11
2025-11-14T08:04:17.263885Z,-83.21
2025-11-14T08:04:17.263886Z,-82.27
2025-11-14T08:04:17.263887Z,-83.09
2025-11-14T08:04:17.263888Z,-82.63
2025-11-14T08:04:17.263889Z,-83.71
2025-11-14T08:04:17.263890Z,-83.32
2025-11-14T08:04:17.263891Z,-82.75
