frequency_hz,power_watts
11.338586082,7734120.954613
11.397496413,7834906.425543
11.456712816,7937005.259841
11.516236882,8040434.572310
11.576070209,8145211.700778
11.636214404,8251354.209009
11.696671081,8358879.889644
11.757441865,8467806.767187
11.818528387,8578153.101021
11.879932289,8689937.388475
11.941655218,8803178.367920
12.003698832,8917895.021913
12.066064798,9034106.580377
12.128754790,9151832.523826
12.191770491,9271092.586631
12.255113595,9391906.760324
12.318785802,9514295.296956
12.382788822,9638278.712485
12.447124373,9763877.790219
12.511794184,9891113.584302
12.576799991,10020007.423235
12.642143539,10150580.913460
12.707826584,10282855.942979
12.773850890,10416854.685020
12.840218229,10552599.601760
12.906930383,10690113.448083
12.973989145,10829419.275400
13.041396314,10970540.435513
13.109153702,11113500.584525
13.177263127,11258323.686809
13.245726420,11405034.019025
13.314545417,11553656.174190
13.383721968,11704215.065796
13.453257930,11856735.931993
13.523155170,12011244.339814
13.593415566,12167766.189465
13.664041005,12326327.718663
13.735033382,12486955.507038
13.806394604,12649676.480584
13.878126588,12814517.916176
13.950231260,12981507.446143
14.022710556,13150673.062897
14.095566423,13322043.123627
14.168800818,13495646.355053
14.242415706,13671511.858240
14.316413065,13849669.113478
14.390794881,14030147.985223
14.465563154,14212978.727100
14.540719889,14398191.986982
14.616267106,14585818.812120
14.692206833,14775890.654350
14.768541110,14968439.375368
14.845271986,15163497.252065
14.922401522,15361096.981945
14.999931790,15561271.688600
15.077864870,15764054.927264
15.156202858,15969480.690442
15.234947855,16177583.413600
15.314101976,16388397.980945
15.393667348,16601959.731270
15.473646106,16818304.463877
15.554040399,17037468.444577
15.634852386,17259488.411773
15.716084237,17484401.582616
15.797738132,17712245.659244
15.879816266,17943058.835100
15.962320841,18176879.801339
16.045254075,18413747.753309
16.128618193,18653702.397125
16.212415434,18896783.956324
16.296648049,19143033.178604
16.381318300,19392491.342660
16.466428461,19645200.265102
16.551980817,19901202.307460
16.637977665,20160540.383292
16.724421316,20423257.965374
16.811314090,20689399.092988
16.898658320,20959008.379302
16.986456353,21232131.018852
17.074710546,21508812.795118
17.163423270,21789100.088194
17.252596905,22073039.882569
17.342233848,22360679.774998
17.432336506,22652067.982482
17.522907297,22947253.350353
17.613948654,23246285.360459
17.705463023,23549214.139459
17.797452860,23856090.467227
17.889920636,24166965.785365
17.982868834,24481892.205822
18.076299951,24800922.519635
18.170216494,25124110.205773
18.264620987,25451509.440106
18.359515964,25783175.104484
18.454903974,26119162.795938
18.550787578,26459528.835999
18.647169352,26804330.280141
18.744051883,27153624.927340
18.841437773,27507471.329770
18.939329638,27865928.802614
19.037730106,28229057.434005
19.136641820,28596918.095105
19.236067436,28969572.450301
19.336009624,29347082.967549
19.436471067,29729512.928841
19.537454465,30116926.440813
19.638962527,30509388.445494
19.740997982,30906964.731190
19.843563568,31309721.943511
19.946662040,31717727.596548
20.050296166,32131050.084184
20.154468730,32549758.691563
20.259182529,32973923.606700
20.364440375,33403615.932254
20.470245095,33838907.697439
20.576599529,34279871.870102
20.683506535,34726582.368957
20.790968983,35179114.075970
20.898989759,35637542.848915
21.007571763,36101945.534092
21.116717912,36572399.979204
21.226431137,37048985.046410
21.336714383,37531780.625543
21.447570613,38020867.647504
21.559002804,38516328.097825
21.671013947,39018245.030415
21.783607051,39526702.581483
21.896785140,40041785.983637
22.010551253,40563581.580177
22.124908444,41092176.839566
22.239859786,41627660.370094
22.355408364,42170121.934727
22.471557282,42719652.466160
22.588309659,43276344.082055
22.705668630,43840290.100487
22.823637347,44411585.055583
22.942218978,44990324.713370
23.061416708,45576606.087831
23.181233736,46170527.457163
23.301673281,46772188.380253
23.422738578,47381689.713369
23.544432877,47999133.627064
23.666759446,48624623.623304
23.789721570,49258264.552818
23.913322552,49900162.632673
24.037565710,50550425.464081
24.162454382,51209162.050436
24.287991920,51876482.815582
24.414181696,52552499.622331
24.541027100,53237325.791206
24.668531536,53931076.119446
24.796698430,54633866.900239
24.925531223,55345815.942226
25.055033375,56067042.589244
25.185208363,56797667.740331
25.316059683,57537813.869996
25.447590850,58287605.048746
25.579805395,59047166.963885
25.712706869,59816626.940583
25.846298841,60596113.963221
25.980584898,61385758.697010
26.115568647,62185693.509894
26.251253712,62996052.494744
26.387643737,63816971.491829
26.524742386,64648588.111591
26.662553339,65491041.757714
26.801080297,66344473.650486
26.940326981,67209026.850480
27.080297130,68084846.282527
27.220994502,68972078.760016
27.362422876,69870873.009501
27.504586050,70781379.695633
27.647487842,71703751.446416
27.791132089,72638142.878793
27.935522649,73584710.624560
28.080663399,74543613.356627
28.226558236,75515011.815617
28.373211079,76499068.836804
28.520625867,77495949.377417
28.668806557,78505820.544287
28.817757129,79528851.621860
28.967481583,80565214.100575
29.117983940,81615081.705611
29.269268241,82678630.426007
29.421338549,83756038.544163
29.574198948,84847486.665730
29.727853543,85953157.749876
29.882306459,87073237.139965
30.037561846,88207912.594619
30.193623871,89357374.319195
30.350496727,90521814.997671
30.508184625,91701429.824939
30.666691801,92896416.539534
30.826022510,94106975.456774
30.986181032,95333309.502342
31.147171668,96575624.246301
31.308998740,97834127.937556
31.471666595,99109031.538760
31.635179602,100400548.761678
31.799542150,101708896.103015
31.964758654,103034292.880701
32.130833551,104376961.270662
32.297771300,105737126.344056
32.465576384,107115016.105010
32.634253311,108510861.528832
32.803806609,109924896.600736
32.974240831,111357358.355061
33.145560556,112808486.915005
33.317770382,114278525.532879
33.490874936,115767720.630884
33.664878865,117276321.842413
33.839786842,118804582.053903
34.015603565,120352757.447225
34.192333754,121921107.542625
34.369982156,123509895.242231
34.548553541,125119386.874120
34.728052705,126749852.236964
34.908484469,128401564.645257
35.089853676,130074800.975128
35.272165199,131769841.710759
35.455423933,133486970.991396
35.639634799,135226476.658982
35.824802743,136988650.306409
36.010932740,138773787.326399
36.198029786,140582186.961013
36.386098907,142414152.351824
36.575145153,144269990.590721
36.765173600,146150012.771398
36.956189352,148054534.041493
37.148197538,149983873.655421
37.341203315,151938355.027891
37.535211865,153918305.788117
37.730228398,155924057.834742
37.926258153,157955947.391469
38.123306392,160014315.063428
38.321378407,162099505.894267
38.520479518,164211869.423994
38.720615071,166351759.747570
38.921790441,168519535.574264
39.124011031,170715560.287787
39.327282269,172940202.007202
39.531609617,175193833.648633
39.736998559,177476832.987779
39.943454613,179789582.723237
40.150983322,182132470.540657
40.359590259,184505889.177726
40.569281027,186910236.490007
40.780061256,189345915.517626
40.991936607,191813334.552840
41.204912770,194312907.208472
41.418995464,196845052.487251
41.634190437,199410194.852043
41.850503470,202008764.297011
42.067940370,204641196.419689
42.286506977,207307932.494003
42.506209161,210009419.544242
42.727052821,212746110.419992
42.949043888,215518463.872048
43.172188324,218326944.629312
43.396492120,221172023.476700
43.621961301,224054177.334053
43.848601921,226973889.336088
44.076420066,229931648.913385
44.305421855,232927951.874429
44.535613437,235963300.488721
44.767000993,239038203.570977
44.999590738,242153176.566417
45.233388918,245308741.637171
45.468401810,248505427.749809
45.704635727,251743770.764009
45.942097012,255024313.522386
46.180792041,258347605.941487
46.420727226,261714205.103974
46.661909009,265124675.352006
46.904343867,268579588.381844
47.148038310,272079523.339678
47.392998883,275625066.918714
47.639232163,279216813.457519
47.886744765,282855365.039650
48.135543333,286541331.594583
48.385634550,290275330.999953
48.637025131,294057989.185128
48.889721828,297889940.236137
49.143731426,301771826.501959
49.399060747,305704298.702199
49.655716647,309688016.036171
49.913706019,313723646.293398
50.173035791,317811865.965551
50.433712927,321953360.359853
50.695744427,326148823.713954
50.959137328,330398959.312308
51.223898704,334704479.604063
51.490035664,339066106.322488
51.757555354,343484570.605959
52.026464961,347960613.120521
52.296771703,352494984.184037
52.568482842,357088443.891976
52.841605672,361741762.244818
53.116147529,366455719.277135
53.392115786,371231105.188341
53.669517852,376068720.475161
53.948361179,380969376.065815
54.228653253,385933893.455950
54.510401602,390963104.846352
54.793613793,396057853.282446
55.078297430,401218992.795614
55.364460158,406447388.546358
55.652109663,411743916.969327
55.941253669,417109465.920231
56.231899941,422544934.824674
56.524056283,428051234.828925
56.817730542,433629288.952650
57.112930604,439280032.243642
57.409664396,445004411.934559
57.707939887,450803387.601711
58.007765087,456677931.325913
58.309148047,462629027.855432
58.612096862,468657674.771065
58.916619666,474764882.653357
59.222724637,480951675.252011
59.530419996,487219089.657495
59.839714005,493568176.474890
60.150614970,500000000.000000
60.463131241,522731370.411225
60.777271209,545320224.393538
61.093043311,567766561.946943
61.410456027,590070383.071436
61.729517880,612231687.767020
62.050237440,634250476.033692
62.372623317,656126747.871453
62.696684171,677860503.280305
63.022428703,699451742.260246
63.349865661,720900464.811276
63.679003838,742206670.933397
64.009852073,763370360.626606
64.342419251,784391533.890904
64.676714302,805270190.726293
65.012746204,826006331.132771
65.350523980,846599955.110339
65.690056703,867051062.658996
66.031353488,887359653.778741
66.374423503,907525728.469577
66.719275959,927549286.731503
67.065920117,947430328.564518
67.414365287,967168853.968623
67.764620825,986764862.943815
68.116696138,1006218355.490099
68.470600680,1025529331.607472
68.826343955,1044697791.295935
69.183935517,1063723734.555487
69.543384968,1082607161.386128
69.904701960,1101348071.787859
70.267896198,1119946465.760679
70.632977434,1138402343.304590
70.999955473,1156715704.419589
71.368840169,1174886549.105678
71.739641428,1192914877.362855
72.112369208,1210800689.191124
72.487033519,1228543984.590481
72.863644421,1246144763.560929
73.242212029,1263603026.102465
73.622746508,1280918772.215090
74.005258079,1298092001.898806
74.389757011,1315122715.153611
74.776253632,1332010911.979506
75.164758321,1348756592.376489
75.555281509,1365359756.344563
75.947833685,1381820403.883725
76.342425391,1398138534.993978
76.739067222,1414314149.675320
77.137769831,1430347247.927751
77.538543924,1446237829.751272
77.941400264,1461985895.145882
78.346349669,1477591444.111582
78.753403014,1493054476.648371
79.162571229,1508374992.756250
79.573865304,1523552992.435219
79.987296283,1538588475.685276
80.402875268,1553481442.506423
80.820613420,1568231892.898661
81.240521957,1582839826.861987
81.662612154,1597305244.396403
82.086895348,1611628145.501908
82.513382931,1625808530.178503
82.942086357,1639846398.426188
83.373017138,1653741750.244962
83.806186847,1667494585.634825
84.241607117,1681104904.595778
84.679289639,1694572707.127820
85.119246168,1707897993.230952
85.561488519,1721080762.905173
86.006028568,1734121016.150484
86.452878252,1747018752.966885
86.902049572,1759773973.354374
87.353554589,1772386677.312953
87.807405429,1784856864.842622
88.263614279,1797184535.943381
88.722193390,1809369690.615229
89.183155078,1821412328.858166
89.646511721,1833312450.672193
90.112275762,1845070056.057309
90.580459710,1856685145.013515
91.051076136,1868157717.540811
91.524137680,1879487773.639195
91.999657044,1890675313.308669
92.477646999,1901720336.549232
92.958120380,1912622843.360885
93.441090091,1923382833.743628
93.926569101,1934000307.697460
94.414570447,1944475265.222383
94.905107235,1954807706.318394
95.398192637,1964997630.985494
95.893839895,1975045039.223685
96.392062320,1984949931.032965
96.892873290,1994712306.413334
97.396286255,2004332165.364793
97.902314733,2013809507.887341
98.410972314,2023144333.980979
98.922272656,2032336643.645706
99.436229492,2041386436.881523
99.952856623,2050293713.688430
100.472167922,2059058474.066426
100.994177335,2067680718.015511
101.518898881,2076160445.535685
102.046346650,2084497656.626950
102.576534807,2092692351.289304
103.109477589,2100744529.522747
103.645189309,2108654191.327280
104.183684353,2116421336.702902
104.724977181,2124045965.649614
105.269082330,2131528078.167415
105.816014411,2138867674.256306
106.365788112,2146064753.916286
106.918418196,2153119317.147356
107.473919505,2160031363.949515
108.032306955,2166800894.322764
108.593595542,2173427908.267103
109.157800339,2179912405.782531
109.724936497,2186254386.869048
110.295019246,2192453851.526654
110.868063896,2198510799.755351
111.444085835,2204425231.555137
112.023100532,2210197146.926012
112.605123535,2215826545.867977
113.190170476,2221313428.381031
113.778257065,2226657794.465175
114.369399094,2231859644.120408
114.963612438,2236918977.346731
115.560913055,2241835794.144143
116.161316984,2246610094.512645
116.764840349,2251241878.452236
117.371499358,2255731145.962917
117.981310302,2260077897.044687
118.594289556,2264282131.697547
119.210453582,2268343849.921496
119.829818927,2272263051.716535
120.452402223,2276039737.082664
121.078220189,2279673906.019881
121.707289632,2283165558.528189
122.339627444,2286514694.607585
122.975250606,2289721314.258071
123.614176189,2292785417.479647
124.256421349,2295707004.272313
124.902003334,2298486074.636067
125.550939480,2301122628.570912
126.203247215,2303616666.076845
126.858944055,2305968187.153869
127.518047609,2308177191.801981
128.180575576,2310243680.021184
128.846545749,2312167651.811476
129.515976012,2313949107.172857
130.188884341,2315588046.105328
130.865288807,2317084468.608888
131.545207575,2318438374.683537
132.228658903,2319649764.329277
132.915661146,2320718637.546105
133.606232751,2321644994.334024
134.300392264,2322428834.693032
134.998158326,2323070158.623129
135.699549675,2323568966.124316
136.404585147,2323925257.196592
137.113283674,2324139031.839958
137.825664289,2324210290.054413
138.541746122,2324139031.839958
139.261548402,2323925257.196592
139.985090460,2323568966.124316
140.712391726,2323070158.623129
141.443471731,2322428834.693032
142.178350108,2321644994.334024
142.917046591,2320718637.546105
143.659581018,2319649764.329277
144.405973329,2318438374.683537
145.156243568,2317084468.608888
145.910411882,2315588046.105328
146.668498525,2313949107.172857
147.430523854,2312167651.811476
148.196508334,2310243680.021183
148.966472534,2308177191.801981
149.740437130,2305968187.153869
150.518422908,2303616666.076845
151.300450760,2301122628.570912
152.086541686,2298486074.636067
152.876716796,2295707004.272313
153.670997310,2292785417.479647
154.469404559,2289721314.258071
155.271959982,2286514694.607585
156.078685132,2283165558.528188
156.889601672,2279673906.019881
157.704731380,2276039737.082663
158.524096146,2272263051.716535
159.347717972,2268343849.921496
160.175618976,2264282131.697547
161.007821392,2260077897.044687
161.844347568,2255731145.962917
162.685219967,2251241878.452236
163.530461171,2246610094.512644
164.380093879,2241835794.144143
165.234140906,2236918977.346731
166.092625188,2231859644.120408
166.955569779,2226657794.465175
167.822997852,2221313428.381031
168.694932702,2215826545.867977
169.571397743,2210197146.926012
170.452416513,2204425231.555136
171.338012672,2198510799.755351
172.228210000,2192453851.526654
173.123032404,2186254386.869048
174.022503914,2179912405.782531
174.926648684,2173427908.267102
175.835490994,2166800894.322764
176.749055252,2160031363.949516
177.667365989,2153119317.147357
178.590447867,2146064753.916286
179.518325675,2138867674.256307
180.451024329,2131528078.167416
181.388568878,2124045965.649614
182.330984498,2116421336.702903
183.278296497,2108654191.327280
184.230530314,2100744529.522748
185.187711522,2092692351.289305
186.149865824,2084497656.626951
187.117019059,2076160445.535686
188.089197199,2067680718.015511
189.066426351,2059058474.066426
190.048732758,2050293713.688431
191.036142799,2041386436.881524
192.028682991,2032336643.645708
193.026379987,2023144333.980979
194.029260580,2013809507.887342
195.037351702,2004332165.364793
196.050680423,1994712306.413335
197.069273958,1984949931.032966
198.093159659,1975045039.223685
199.122365022,1964997630.985496
200.156917685,1954807706.318394
201.196845431,1944475265.222383
202.242176187,1934000307.697462
203.292938024,1923382833.743629
204.349159159,1912622843.360887
205.410867958,1901720336.549232
206.478092930,1890675313.308669
207.550862736,1879487773.639195
208.629206185,1868157717.540810
209.713152235,1856685145.013515
210.802729993,1845070056.057308
211.897968721,1833312450.672193
212.998897830,1821412328.858166
214.105546885,1809369690.615228
215.217945604,1797184535.943381
216.336123860,1784856864.842621
217.460111681,1772386677.312953
218.589939251,1759773973.354375
219.725636910,1747018752.966884
220.867235157,1734121016.150484
222.014764649,1721080762.905172
223.168256202,1707897993.230952
224.327740793,1694572707.127819
225.493249557,1681104904.595777
226.664813796,1667494585.634825
227.842464969,1653741750.244960
229.026234703,1639846398.426188
230.216154785,1625808530.178502
231.412257172,1611628145.501908
232.614573984,1597305244.396403
233.823137507,1582839826.861986
235.037980198,1568231892.898661
236.259134679,1553481442.506423
237.486633745,1538588475.685276
238.720510359,1523552992.435219
239.960797655,1508374992.756249
241.207528942,1493054476.648371
242.460737699,1477591444.111581
243.720457580,1461985895.145882
244.986722414,1446237829.751272
246.259566206,1430347247.927750
247.539023137,1414314149.675320
248.825127567,1398138534.993977
250.117914032,1381820403.883725
251.417417250,1365359756.344563
252.723672118,1348756592.376488
254.036713715,1332010911.979506
255.356577301,1315122715.153610
256.683298320,1298092001.898806
258.016912402,1280918772.215091
259.357455359,1263603026.102464
260.704963190,1246144763.560929
262.059472082,1228543984.590480
263.421018409,1210800689.191124
264.789638735,1192914877.362857
266.165369814,1174886549.105677
267.548248589,1156715704.419589
268.938312197,1138402343.304588
270.335597967,1119946465.760679
271.740143423,1101348071.787858
273.151986282,1082607161.386128
274.571164459,1063723734.555487
275.997716064,1044697791.295934
277.431679407,1025529331.607472
278.873092996,1006218355.490098
280.321995540,986764862.943815
281.778425947,967168853.968623
283.242423328,947430328.564517
284.714027000,927549286.731503
286.193276480,907525728.469576
287.680211493,887359653.778741
289.174871970,867051062.658996
290.677298048,846599955.110337
292.187530075,826006331.132771
293.705608606,805270190.726291
295.231574409,784391533.890904
296.765468463,763370360.626606
298.307331958,742206670.933395
299.857206302,720900464.811276
301.415133114,699451742.260244
302.981154233,677860503.280305
304.555311711,656126747.871454
306.137647823,634250476.033691
307.728205061,612231687.767020
309.327026139,590070383.071435
310.934153990,567766561.946943
312.549631775,545320224.393537
314.173502876,522731370.411224
315.805810900,500000000.912105
317.446599682,498219283.963791
319.095913284,496444908.921166
320.753795998,494676853.197951
322.420292345,492915094.288309
324.095447078,491159609.766554
325.779305182,489410377.286868
327.471911875,487667374.583016
329.173312613,485930579.468065
330.883553083,484199969.834097
332.602679215,482475523.651930
334.330737174,480757218.970837
336.067773365,479045033.918269
337.813834437,477338946.699574
339.568967277,475638935.597719
341.333219020,473944978.973015
343.106637043,472257055.262844
344.889268969,470575142.981377
346.681162671,468899220.719310
348.482366269,467229267.143584
350.292928132,465565260.997118
352.112896882,463907181.098536
353.942321393,462255006.341896
355.781250793,460608715.696428
357.629734466,458968288.206257
359.487822050,457333702.990144
361.355563445,455704939.241216
363.233008807,454081976.226702
365.120208553,452464793.287671
367.017213363,450853369.838765
368.924074180,449247685.367941
370.840842211,447647719.436209
372.767568929,446053451.677369
374.704306077,444464861.797756
376.651105663,442881929.575977
378.608019968,441304634.862659
380.575101543,439732957.580187
382.552403214,438166877.722453
384.539978078,436606375.354600
386.537879511,435051430.612765
388.546161166,433502023.703831
390.564876974,431958134.905172
392.594081145,430419744.564402
394.633828173,428886833.099129
396.684172834,427359380.996700
398.745170189,425837368.813952
400.816875584,424320777.176974
402.899344653,422809586.780850
404.992633320,421303778.389416
407.096797799,419803332.835020
409.211894596,418308231.018271
411.337980510,416818453.907802
413.475112636,415333982.540023
415.623348365,413854798.018882
417.782745387,412380881.515625
419.953361691,410912214.268553
422.135255567,409448777.582788
424.328485609,407990552.830032
426.533110714,406537521.448330
428.749190087,405089664.941834
430.976783238,403646964.880569
433.215949988,402209402.900195
435.466750468,400776960.701776
437.729245123,399349620.051550
440.003494710,397927362.780687
442.289560303,396510170.785070
444.587503291,395098026.025054
446.897385386,393690910.525245
449.219268617,392288806.374264
451.553215338,390891695.724523
453.899288224,389499560.791999
456.257550278,388112383.856004
458.628064830,386730147.258960
461.010895537,385352833.406176
463.406106391,383980424.765625
465.813761711,382612903.867718
468.233926155,381250253.305083
470.666664715,379892455.732341
473.112042719,378539493.865891
475.570125837,377191350.483684
478.040980079,375848008.425007
480.524671798,374509450.590264
483.021267693,373175659.940758
485.530834807,371846619.498473
488.053440534,370522312.345860
490.589152616,369202721.625622
493.138039148,367887830.540496
495.700168579,366577622.353042
498.275609714,365272080.385431
500.864431713,363971188.019228
503.466704099,362674928.695185
506.082496753,361383285.913029
508.711879921,360096243.231251
511.354924212,358813784.266899
514.011700606,357535892.695365
516.682280447,356262552.250181
519.366735452,354993746.722813
522.065137710,353729459.962450
524.777559685,352469675.875802
527.504074218,351214378.426894
530.244754527,349963551.636864
532.999674212,348717179.583754
535.768907254,347475246.402313
538.552528018,346237736.283795
541.350611258,345004633.475751
544.163232114,343775922.281839
546.990466117,342551587.061613
549.832389190,341331612.230334
552.689077652,340115982.258764
555.560608217,338904681.672972
558.447057998,337697695.054138
561.348504509,336495007.038353
564.265025666,335296602.316427
567.196699791,334102465.633692
570.143605611,332912581.789808
573.105822264,331726935.638570
576.083429299,330545512.087718
579.076506676,329368296.098738
582.085134774,328195272.686678
585.109394387,327026426.919950
588.149366729,325861743.920149
591.205133437,324701208.861855
594.276776571,323544806.972448
597.364378619,322392523.531920
600.468022496,321244343.872689
603.587791548,320100253.379408
606.723769554,318960237.488783
609.876040730,317824281.689387
613.044689728,316692371.521471
616.229801639,315564492.576789
619.431461997,314440630.498404
622.649756781,313320770.980513
625.884772417,312204899.768261
629.136595778,311093002.657561
632.405314190,309985065.494914
635.691015432,308881074.177226
638.993787741,307781014.651632
642.313719808,306684872.915312
645.650900790,305592635.015321
649.005420303,304504287.048404
652.377368432,303419815.160819
655.766835728,302339205.548168
659.173913212,301262444.455214
662.598692380,300189518.175707
666.041265201,299120413.052215
669.501724124,298055115.475940
672.980162078,296993611.886558
676.476672472,295935888.772032
679.991349205,294881932.668454
683.524286659,293831730.159861
687.075579710,292785267.878074
690.645323726,291742532.502522
694.233614570,290703510.760075
697.840548602,289668189.424874
701.466222685,288636555.318163
705.110734184,287608595.308123
708.774180969,286584296.309699
712.456661421,285563645.284443
716.158274429,284546629.240337
719.879119399,283533235.231638
723.619296250,282523450.358706
727.378905424,281517261.767842
731.158047882,280514656.651125
734.956825109,279515622.246249
738.775339121,278520145.836361
742.613692461,277528214.749895
746.471988204,276539816.360417
750.350329964,275554938.086460
754.248821890,274573567.391367
758.167568674,273595691.783125
762.106675552,272621298.814215
766.066248304,271650376.081446
770.046393264,270682911.225803
774.047217315,269718891.932284
778.068827897,268758305.929748
782.111333008,267801140.990756
786.174841205,266847384.931416
790.259461614,265897025.611228
794.365303922,264950050.932931
798.492478389,264006448.842347
802.641095850,263066207.328227
806.811267710,262129314.422100
811.003105959,261195758.198120
815.216723165,260265526.772915
819.452232481,259338608.305433
823.709747651,258414990.996795
827.989383006,257494663.090141
832.291253473,256577612.870484
836.615474577,255663828.664558
840.962162440,254753298.840671
845.331433792,253846011.808558
849.723405966,252941956.019228
854.138196904,252041119.964825
858.575925165,251143492.178476
863.036709919,250249061.234146
867.520670958,249357815.746493
872.027928697,248469744.370725
876.558604175,247584835.802451
881.112819059,246703078.777541
885.690695651,245824462.071983
890.292356886,244948974.501737
894.917926338,244076604.922594
899.567528226,243207342.230034
904.241287410,242341175.359088
908.939329401,241478093.284190
913.661780362,240618085.019043
918.408767112,239761139.616478
923.180417127,238907246.168312
927.976858548,238056393.805210
932.798220179,237208571.696550
937.644631495,236363769.050280
942.516222643,235521975.112786
947.413124446,234683179.168748
952.335468409,233847370.541013
957.283386716,233014538.590450
962.257012242,232184672.715821
967.256478549,231357762.353642
972.281919895,230533796.978051
977.333471234,229712766.100673
982.411268224,228894659.270486
987.515447225,228079466.073690
992.646145306,227267176.133573
997.803500248,226457779.110376
1002.987650550,225651264.701169
1008.198735428,224847622.639711
1013.436894823,224046842.696327
1018.702269401,223248914.677771
1023.995000561,222453828.427103
1029.315230436,221661573.823553
1034.663101897,220872140.782398
1040.038758557,220085519.254830
1045.442344777,219301699.227829
1050.874005666,218520670.724036
1056.333887088,217742423.801625
1061.822135664,216966948.554179
1067.338898778,216194235.110560
1072.884324579,215424273.634786
1078.458561985,214657054.325906
1084.061760689,213892567.417874
1089.694071162,213130803.179425
1095.355644655,212371751.913951
1101.046633206,211615403.959379
1106.767189642,210861749.688044
1112.517467587,210110779.506573
1118.297621459,209362483.855756
1124.107806480,208616853.210430
1129.948178681,207873878.079354
1135.818894899,207133549.005089
1141.720112790,206395856.563880
1147.651990826,205660791.365530
1153.614688304,204928344.053290
