time,dB
2025-11-14T09:15:50.747424Z,-64.22
2025-11-14T09:15:50.747434Z,-63.97
2025-11-14T09:15:50.747444Z,-64.32
2025-11-14T09:15:50.747454Z,-64.25
2025-11-14T09:15:50.747464Z,-63.89
2025-11-14T09:15:50.747474Z,-64.42
2025-11-14T09:15:50.747484Z,-66.77
2025-11-14T09:15:50.747494Z,-63.86
2025-11-14T09:15:50.747504Z,-64.47
2025-11-14T09:15:50.747514Z,-64.18
2025-11-14T09:15:50.747524Z,-62.73
2025-11-14T09:15:50.747534Z,-64.55
2025-11-14T09:15:50.747544Z,-64.57
2025-11-14T09:15:50.747554Z,-64.39
2025-11-14T09:15:50.747564Z,-65.37
2025-11-14T09:15:50.747574Z,-64.75
2025-11-14T09:15:50.747584Z,-63.23
2025-11-14T09:15:50.747594Z,-63.72
2025-11-14T09:15:50.747604Z,-63.81
2025-11-14T09:15:50.747614Z,-64.67
2025-11-14T09:15:50.747624Z,-64.06
2025-11-14T09:15:50.747634Z,-64.71
2025-11-14T09:15:50.747644Z,-64.83
2025-11-14T09:15:50.747654Z,-62.43
2025-11-14T09:15:50.747664Z,-62.69
2025-11-14T09:15:50.747674Z,-61.98
2025-11-14T09:15:50.747684Z,-63.42
2025-11-14T09:15:50.747694Z,-63.32
2025-11-14T09:15:50.747704Z,-62.14
2025-11-14T09:15:50.747714Z,-62.37
2025-11-14T09:15:50.747724Z,-62.97
2025-11-14T09:15:50.747734Z,-60.94
2025-11-14T09:15:50.747744Z,-60.48
2025-11-14T09:15:50.747754Z,-61.31
2025-11-14T09:15:50.747764Z,-61.56
2025-11-14T09:15:50.747774Z,-62.04
2025-11-14T09:15:50.747784Z,-60.37
2025-11-14T09:15:50.747794Z,-61.64
2025-11-14T09:15:50.747804Z,-61.43
2025-11-14T09:15:50.747814Z,-61.36
2025-11-14T09:15:50.747824Z,-61.16
2025-11-14T09:15:50.747834Z,-60.96
2025-11-14T09:15:50.747844Z,-61.06
2025-11-14T09:15:50.747854Z,-60.03
2025-11-14T09:15:50.747864Z,-60.74
2025-11-14T09:15:50.747874Z,-59.46
2025-11-14T09:15:50.747884Z,-59.96
2025-11-14T09:15:50.747894Z,-60.51
2025-11-14T09:15:50.747904Z,-58.04
2025-11-14T09:15:50.747914Z,-60.07
2025-11-14T09:15:50.747924Z,-59.32
2025-11-14T09:15:50.747934Z,-60.08
2025-11-14T09:15:50.747944Z,-58.24
2025-11-14T09:15:50.747954Z,-59.31
2025-11-14T09:15:50.747964Z,-57.21
2025-11-14T09:15:50.747974Z,-57.84
2025-11-14T09:15:50.747984Z,-58.86
2025-11-14T09:15:50.747994Z,-58.62
2025-11-14T09:15:50.748004Z,-58.52
2025-11-14T09:15:50.748014Z,-56.54
2025-11-14T09:15:50.748024Z,-57.86
2025-11-14T09:15:50.748034Z,-58.70
2025-11-14T09:15:50.748044Z,-58.18
2025-11-14T09:15:50.748054Z,-56.73
2025-11-14T09:15:50.748064Z,-57.95
2025-11-14T09:15:50.748074Z,-55.21
2025-11-14T09:15:50.748084Z,-56.48
2025-11-14T09:15:50.748094Z,-56.68
2025-11-14T09:15:50.748104Z,-56.54
2025-11-14T09:15:50.748114Z,-56.63
2025-11-14T09:15:50.748124Z,-57.00
2025-11-14T09:15:50.748134Z,-56.38
2025-11-14T09:15:50.748144Z,-57.15
2025-11-14T09:15:50.748154Z,-55.99
2025-11-14T09:15:50.748164Z,-55.39
2025-11-14T09:15:50.748174Z,-54.66
2025-11-14T09:15:50.748184Z,-55.30
2025-11-14T09:15:50.748194Z,-54.84
2025-11-14T09:15:50.748204Z,-55.33
2025-11-14T09:15:50.748214Z,-54.64
2025-11-14T09:15:50.748224Z,-53.91
2025-11-14T09:15:50.748234Z,-54.51
2025-11-14T09:15:50.748244Z,-56.36
2025-11-14T09:15:50.748254Z,-54.79
2025-11-14T09:15:50.748264Z,-53.93
2025-11-14T09:15:50.748274Z,-54.25
2025-11-14T09:15:50.748284Z,-54.16
2025-11-14T09:15:50.748294Z,-53.86
2025-11-14T09:15:50.748304Z,-54.75
2025-11-14T09:15:50.748314Z,-54.43
2025-11-14T09:15:50.748324Z,-55.50
2025-11-14T09:15:50.748334Z,-55.06
2025-11-14T09:15:50.748344Z,-54.57
2025-11-14T09:15:50.748354Z,-53.72
2025-11-14T09:15:50.748364Z,-54.15
2025-11-14T09:15:50.748374Z,-54.31
2025-11-14T09:15:50.748384Z,-55.27
2025-11-14T09:15:50.748394Z,-52.77
2025-11-14T09:15:50.748404Z,-53.65
2025-11-14T09:15:50.748414Z,-55.78
2025-11-14T09:15:50.748424Z,-53.60
2025-11-14T09:15:50.748434Z,-52.77
2025-11-14T09:15:50.748444Z,-54.26
2025-11-14T09:15:50.748454Z,-53.42
2025-11-14T09:15:50.748464Z,-55.14
2025-11-14T09:15:50.748474Z,-54.89
2025-11-14T09:15:50.748484Z,-54.70
2025-11-14T09:15:50.748494Z,-55.22
2025-11-14T09:15:50.748504Z,-54.15
2025-11-14T09:15:50.748514Z,-54.78
2025-11-14T09:15:50.748524Z,-52.09
2025-11-14T09:15:50.748534Z,-54.50
2025-11-14T09:15:50.748544Z,-55.91
2025-11-14T09:15:50.748554Z,-54.67
2025-11-14T09:15:50.748564Z,-55.56
2025-11-14T09:15:50.748574Z,-53.21
2025-11-14T09:15:50.748584Z,-55.22
2025-11-14T09:15:50.748594Z,-55.88
2025-11-14T09:15:50.748604Z,-56.06
2025-11-14T09:15:50.748614Z,-53.71
2025-11-14T09:15:50.748624Z,-55.63
2025-11-14T09:15:50.748634Z,-55.45
2025-11-14T09:15:50.748644Z,-53.92
2025-11-14T09:15:50.748654Z,-55.77
2025-11-14T09:15:50.748664Z,-54.32
2025-11-14T09:15:50.748674Z,-54.01
2025-11-14T09:15:50.748684Z,-54.10
2025-11-14T09:15:50.748694Z,-55.32
2025-11-14T09:15:50.748704Z,-56.95
2025-11-14T09:15:50.748714Z,-55.78
2025-11-14T09:15:50.748724Z,-55.94
2025-11-14T09:15:50.748734Z,-57.15
2025-11-14T09:15:50.748744Z,-55.65
2025-11-14T09:15:50.748754Z,-56.07
2025-11-14T09:15:50.748764Z,-57.64
2025-11-14T09:15:50.748774Z,-56.86
2025-11-14T09:15:50.748784Z,-56.67
2025-11-14T09:15:50.748794Z,-56.67
2025-11-14T09:15:50.748804Z,-58.39
2025-11-14T09:15:50.748814Z,-58.34
2025-11-14T09:15:50.748824Z,-57.47
2025-11-14T09:15:50.748834Z,-58.42
2025-11-14T09:15:50.748844Z,-59.41
2025-11-14T09:15:50.748854Z,-59.83
2025-11-14T09:15:50.748864Z,-57.19
2025-11-14T09:15:50.748874Z,-57.77
2025-11-14T09:15:50.748884Z,-59.40
2025-11-14T09:15:50.748894Z,-60.38
2025-11-14T09:15:50.748904Z,-60.01
2025-11-14T09:15:50.748914Z,-59.33
2025-11-14T09:15:50.748924Z,-59.37
2025-11-14T09:15:50.748934Z,-60.47
2025-11-14T09:15:50.748944Z,-62.49
2025-11-14T09:15:50.748954Z,-61.75
2025-11-14T09:15:50.748964Z,-61.91
2025-11-14T09:15:50.748974Z,-60.92
2025-11-14T09:15:50.748984Z,-60.14
2025-11-14T09:15:50.748994Z,-60.81
2025-11-14T09:15:50.749004Z,-61.82
2025-11-14T09:15:50.749014Z,-62.18
2025-11-14T09:15:50.749024Z,-61.78
2025-11-14T09:15:50.749034Z,-62.08
2025-11-14T09:15:50.749044Z,-61.58
2025-11-14T09:15:50.749054Z,-62.60
2025-11-14T09:15:50.749064Z,-62.75
2025-11-14T09:15:50.749074Z,-63.62
2025-11-14T09:15:50.749084Z,-62.79
2025-11-14T09:15:50.749094Z,-64.48
2025-11-14T09:15:50.749104Z,-63.74
2025-11-14T09:15:50.749114Z,-62.74
2025-11-14T09:15:50.749124Z,-62.75
2025-11-14T09:15:50.749134Z,-63.99
2025-11-14T09:15:50.749144Z,-62.70
2025-11-14T09:15:50.749154Z,-63.86
2025-11-14T09:15:50.749164Z,-65.16
2025-11-14T09:15:50.749174Z,-63.61
2025-11-14T09:15:50.749184Z,-64.32
2025-11-14T09:15:50.749194Z,-64.92
2025-11-14T09:15:50.749204Z,-63.40
2025-11-14T09:15:50.749214Z,-63.89
2025-11-14T09:15:50.749224Z,-63.62
2025-11-14T09:15:50.749234Z,-64.24
2025-11-14T09:15:50.749244Z,-65.37
2025-11-14T09:15:50.749254Z,-64.55
2025-11-14T09:15:50.749264Z,-64.50
2025-11-14T09:15:50.749274Z,-65.75
2025-11-14T09:15:50.749284Z,-64.90
2025-11-14T09:15:50.749294Z,-64.18
2025-11-14T09:15:50.749304Z,-65.06
2025-11-14T09:15:50.749314Z,-65.21
2025-11-14T09:15:50.749324Z,-64.11
2025-11-14T09:15:50.749334Z,-63.50
2025-11-14T09:15:50.749344Z,-63.77
2025-11-14T09:15:50.749354Z,-64.45
2025-11-14T09:15:50.749364Z,-65.13
2025-11-14T09:15:50.749374Z,-64.66
2025-11-14T09:15:50.749384Z,-64.01
2025-11-14T09:15:50.749394Z,-65.47
2025-11-14T09:15:50.749404Z,-63.85
2025-11-14T09:15:50.749414Z,-65.00
2025-11-14T09:15:50.749424Z,-64.52
2025-11-14T09:15:50.749434Z,-64.68
2025-11-14T09:15:50.749444Z,-65.12
2025-11-14T09:15:50.749454Z,-64.39
2025-11-14T09:15:50.749464Z,-64.36
2025-11-14T09:15:50.749474Z,-63.53
2025-11-14T09:15:50.749484Z,-66.29
2025-11-14T09:15:50.749494Z,-65.66
2025-11-14T09:15:50.749504Z,-64.50
2025-11-14T09:15:50.749514Z,-65.88
2025-11-14T09:15:50.749524Z,-65.00
2025-11-14T09:15:50.749534Z,-65.02
2025-11-14T09:15:50.749544Z,-65.99
2025-11-14T09:15:50.749554Z,-63.03
2025-11-14T09:15:50.749564Z,-64.29
2025-11-14T09:15:50.749574Z,-64.47
2025-11-14T09:15:50.749584Z,-64.12
2025-11-14T09:15:50.749594Z,-63.66
2025-11-14T09:15:50.749604Z,-63.58
2025-11-14T09:15:50.749614Z,-63.30
2025-11-14T09:15:50.749624Z,-64.15
2025-11-14T09:15:50.749634Z,-64.55
2025-11-14T09:15:50.749644Z,-63.54
2025-11-14T09:15:50.749654Z,-63.75
2025-11-14T09:15:50.749664Z,-63.10
2025-11-14T09:15:50.749674Z,-63.92
2025-11-14T09:15:50.749684Z,-63.43
2025-11-14T09:15:50.749694Z,-62.46
2025-11-14T09:15:50.749704Z,-63.28
2025-11-14T09:15:50.749714Z,-63.46
2025-11-14T09:15:50.749724Z,-62.23
2025-11-14T09:15:50.749734Z,-63.67
2025-11-14T09:15:50.749744Z,-62.25
2025-11-14T09:15:50.749754Z,-62.15
2025-11-14T09:15:50.749764Z,-63.60
2025-11-14T09:15:50.749774Z,-61.98
2025-11-14T09:15:50.749784Z,-62.46
2025-11-14T09:15:50.749794Z,-62.21
2025-11-14T09:15:50.749804Z,-60.26
2025-11-14T09:15:50.749814Z,-61.69
2025-11-14T09:15:50.749824Z,-60.55
2025-11-14T09:15:50.749834Z,-61.59
2025-11-14T09:15:50.749844Z,-60.53
2025-11-14T09:15:50.749854Z,-59.63
2025-11-14T09:15:50.749864Z,-60.31
2025-11-14T09:15:50.749874Z,-60.25
2025-11-14T09:15:50.749884Z,-59.64
2025-11-14T09:15:50.749894Z,-59.26
2025-11-14T09:15:50.749904Z,-60.92
2025-11-14T09:15:50.749914Z,-58.70
2025-11-14T09:15:50.749924Z,-60.65
2025-11-14T09:15:50.749934Z,-59.80
2025-11-14T09:15:50.749944Z,-58.02
2025-11-14T09:15:50.749954Z,-58.90
2025-11-14T09:15:50.749964Z,-58.12
2025-11-14T09:15:50.749974Z,-58.31
