frequency_hz,power_watts
11.338586082,7734120.954613
11.397496413,7834906.425543
11.456712816,7937005.259841
11.516236882,8040434.572310
11.576070209,8145211.700778
11.636214404,8251354.209009
11.696671081,8358879.889644
11.757441865,8467806.767187
11.818528387,8578153.101021
11.879932289,8689937.388475
11.941655218,8803178.367920
12.003698832,8917895.021913
12.066064798,9034106.580377
12.128754790,9151832.523826
12.191770491,9271092.586631
12.255113595,9391906.760324
12.318785802,9514295.296956
12.382788822,9638278.712485
12.447124373,9763877.790219
12.511794184,9891113.584302
12.576799991,10020007.423235
12.642143539,10150580.913460
12.707826584,10282855.942979
12.773850890,10416854.685020
12.840218229,10552599.601760
12.906930383,10690113.448083
12.973989145,10829419.275400
13.041396314,10970540.435513
13.109153702,11113500.584525
13.177263127,11258323.686809
13.245726420,11405034.019025
13.314545417,11553656.174190
13.383721968,11704215.065796
13.453257930,11856735.931993
13.523155170,12011244.339814
13.593415566,12167766.189465
13.664041005,12326327.718663
13.735033382,12486955.507038
13.806394604,12649676.480584
13.878126588,12814517.916176
13.950231260,12981507.446143
14.022710556,13150673.062897
14.095566423,13322043.123627
14.168800818,13495646.355053
14.242415706,13671511.858240
14.316413065,13849669.113478
14.390794881,14030147.985223
14.465563154,14212978.727100
14.540719889,14398191.986982
14.616267106,14585818.812120
14.692206833,14775890.654350
14.768541110,14968439.375368
14.845271986,15163497.252065
14.922401522,15361096.981945
14.999931790,15561271.688600
15.077864870,15764054.927264
15.156202858,15969480.690442
15.234947855,16177583.413600
15.314101976,16388397.980945
15.393667348,16601959.731270
15.473646106,16818304.463877
15.554040399,17037468.444577
15.634852386,17259488.411773
15.716084237,17484401.582616
15.797738132,17712245.659244
15.879816266,17943058.835100
15.962320841,18176879.801339
16.045254075,18413747.753309
16.128618193,18653702.397125
16.212415434,18896783.956324
16.296648049,19143033.178604
16.381318300,19392491.342660
16.466428461,19645200.265102
16.551980817,19901202.307460
16.637977665,20160540.383292
16.724421316,20423257.965374
16.811314090,20689399.092988
16.898658320,20959008.379302
16.986456353,21232131.018852
17.074710546,21508812.795118
17.163423270,21789100.088194
17.252596905,22073039.882569
17.342233848,22360679.774998
17.432336506,22652067.982482
17.522907297,22947253.350353
17.613948654,23246285.360459
17.705463023,23549214.139459
17.797452860,23856090.467227
17.889920636,24166965.785365
17.982868834,24481892.205822
18.076299951,24800922.519635
18.170216494,25124110.205773
18.264620987,25451509.440106
18.359515964,25783175.104484
18.454903974,26119162.795938
18.550787578,26459528.835999
18.647169352,26804330.280141
18.744051883,27153624.927340
18.841437773,27507471.329770
18.939329638,27865928.802614
19.037730106,28229057.434005
19.136641820,28596918.095105
19.236067436,28969572.450301
19.336009624,29347082.967549
19.436471067,29729512.928841
19.537454465,30116926.440813
19.638962527,30509388.445494
19.740997982,30906964.731190
19.843563568,31309721.943511
19.946662040,31717727.596548
20.050296166,32131050.084184
20.154468730,32549758.691563
20.259182529,32973923.606700
20.364440375,33403615.932254
20.470245095,33838907.697439
20.576599529,34279871.870102
20.683506535,34726582.368957
20.790968983,35179114.075970
20.898989759,35637542.848915
21.007571763,36101945.534092
21.116717912,36572399.979204
21.226431137,37048985.046410
21.336714383,37531780.625543
21.447570613,38020867.647504
21.559002804,38516328.097825
21.671013947,39018245.030415
21.783607051,39526702.581483
21.896785140,40041785.983637
22.010551253,40563581.580177
22.124908444,41092176.839566
22.239859786,41627660.370094
22.355408364,42170121.934727
22.471557282,42719652.466160
22.588309659,43276344.082055
22.705668630,43840290.100487
22.823637347,44411585.055583
22.942218978,44990324.713370
23.061416708,45576606.087831
23.181233736,46170527.457163
23.301673281,46772188.380253
23.422738578,47381689.713369
23.544432877,47999133.627064
23.666759446,48624623.623304
23.789721570,49258264.552818
23.913322552,49900162.632673
24.037565710,50550425.464081
24.162454382,51209162.050436
24.287991920,51876482.815582
24.414181696,52552499.622331
24.541027100,53237325.791206
24.668531536,53931076.119446
24.796698430,54633866.900239
24.925531223,55345815.942226
25.055033375,56067042.589244
25.185208363,56797667.740331
25.316059683,57537813.869996
25.447590850,58287605.048746
25.579805395,59047166.963885
25.712706869,59816626.940583
25.846298841,60596113.963221
25.980584898,61385758.697010
26.115568647,62185693.509894
26.251253712,62996052.494744
26.387643737,63816971.491829
26.524742386,64648588.111591
26.662553339,65491041.757714
26.801080297,66344473.650486
26.940326981,67209026.850480
27.080297130,68084846.282527
27.220994502,68972078.760016
27.362422876,69870873.009501
27.504586050,70781379.695633
27.647487842,71703751.446416
27.791132089,72638142.878793
27.935522649,73584710.624560
28.080663399,74543613.356627
28.226558236,75515011.815617
28.373211079,76499068.836804
28.520625867,77495949.377417
28.668806557,78505820.544287
28.817757129,79528851.621860
28.967481583,80565214.100575
29.117983940,81615081.705611
29.269268241,82678630.426007
29.421338549,83756038.544163
29.574198948,84847486.665730
29.727853543,85953157.749876
29.882306459,87073237.139965
30.037561846,88207912.594619
30.193623871,89357374.319195
30.350496727,90521814.997671
30.508184625,91701429.824939
30.666691801,92896416.539534
30.826022510,94106975.456774
30.986181032,95333309.502342
31.147171668,96575624.246301
31.308998740,97834127.937556
31.471666595,99109031.538760
31.635179602,100400548.761678
31.799542150,101708896.103015
31.964758654,103034292.880701
32.130833551,104376961.270662
32.297771300,105737126.344056
32.465576384,107115016.105010
32.634253311,108510861.528832
32.803806609,109924896.600736
32.974240831,111357358.355061
33.145560556,112808486.915005
33.317770382,114278525.532879
33.490874936,115767720.630884
33.664878865,117276321.842413
33.839786842,118804582.053903
34.015603565,120352757.447225
34.192333754,121921107.542625
34.369982156,123509895.242231
34.548553541,125119386.874120
34.728052705,126749852.236964
34.908484469,128401564.645257
35.089853676,130074800.975128
35.272165199,131769841.710759
35.455423933,133486970.991396
35.639634799,135226476.658982
35.824802743,136988650.306409
36.010932740,138773787.326399
36.198029786,140582186.961013
36.386098907,142414152.351824
36.575145153,144269990.590721
36.765173600,146150012.771398
36.956189352,148054534.041493
37.148197538,149983873.655421
37.341203315,151938355.027891
37.535211865,153918305.788117
37.730228398,155924057.834742
37.926258153,157955947.391469
38.123306392,160014315.063428
38.321378407,162099505.894267
38.520479518,164211869.423994
38.720615071,166351759.747570
38.921790441,168519535.574264
39.124011031,170715560.287787
39.327282269,172940202.007202
39.531609617,175193833.648633
39.736998559,177476832.987779
39.943454613,179789582.723237
40.150983322,182132470.540657
40.359590259,184505889.177726
40.569281027,186910236.490007
40.780061256,189345915.517626
40.991936607,191813334.552840
41.204912770,194312907.208472
41.418995464,196845052.487251
41.634190437,199410194.852043
41.850503470,202008764.297011
42.067940370,204641196.419689
42.286506977,207307932.494003
42.506209161,210009419.544242
42.727052821,212746110.419992
42.949043888,215518463.872048
43.172188324,218326944.629312
43.396492120,221172023.476700
43.621961301,224054177.334053
43.848601921,226973889.336088
44.076420066,229931648.913385
44.305421855,232927951.874429
44.535613437,235963300.488721
44.767000993,239038203.570977
44.999590738,242153176.566417
45.233388918,245308741.637171
45.468401810,248505427.749809
45.704635727,251743770.764009
45.942097012,255024313.522386
46.180792041,258347605.941487
46.420727226,261714205.103974
46.661909009,265124675.352006
46.904343867,268579588.381844
47.148038310,272079523.339678
47.392998883,275625066.918714
47.639232163,279216813.457519
47.886744765,282855365.039650
48.135543333,286541331.594583
48.385634550,290275330.999953
48.637025131,294057989.185128
48.889721828,297889940.236137
49.143731426,301771826.501959
49.399060747,305704298.702199
49.655716647,309688016.036171
49.913706019,313723646.293398
50.173035791,317811865.965551
50.433712927,321953360.359853
50.695744427,326148823.713954
50.959137328,330398959.312308
51.223898704,334704479.604063
51.490035664,339066106.322488
51.757555354,343484570.605959
52.026464961,347960613.120521
52.296771703,352494984.184037
52.568482842,357088443.891976
52.841605672,361741762.244818
53.116147529,366455719.277135
53.392115786,371231105.188341
53.669517852,376068720.475161
53.948361179,380969376.065815
54.228653253,385933893.455950
54.510401602,390963104.846352
54.793613793,396057853.282446
55.078297430,401218992.795614
55.364460158,406447388.546358
55.652109663,411743916.969327
55.941253669,417109465.920231
56.231899941,422544934.824674
56.524056283,428051234.828925
56.817730542,433629288.952650
57.112930604,439280032.243642
57.409664396,445004411.934559
57.707939887,450803387.601711
58.007765087,456677931.325913
58.309148047,462629027.855432
58.612096862,468657674.771065
58.916619666,474764882.653357
59.222724637,480951675.252011
59.530419996,487219089.657495
59.839714005,493568176.474890
60.150614970,500000000.000000
60.463131241,1066972656.250008
60.777271209,1630390624.999977
61.093043311,2190253906.249985
61.410456027,2746562499.999992
61.729517880,3299316406.250000
62.050237440,3848515625.000008
62.372623317,4394160156.249977
62.696684171,4936249999.999985
63.022428703,5474785156.249992
63.349865661,6009765625.000000
63.679003838,6541191406.250008
64.009852073,7069062500.000015
64.342419251,7593378906.249985
64.676714302,8114140624.999992
65.012746204,8631347656.250000
65.350523980,9145000000.000008
65.690056703,9655097656.250015
66.031353488,10161640624.999985
66.374423503,10664628906.249992
66.719275959,11164062500.000000
67.065920117,11659941406.250008
67.414365287,12152265625.000015
67.764620825,12641035156.249985
68.116696138,13126249999.999992
68.470600680,13607910156.250000
68.826343955,14086015625.000004
69.183935517,14560566406.250011
69.543384968,15031562499.999989
69.904701960,15499003906.249992
70.267896198,15962890625.000000
70.632977434,16423222656.250004
70.999955473,16880000000.000015
71.368840169,17333222656.250023
71.739641428,17782890624.999992
72.112369208,18229003906.250000
72.487033519,18671562500.000008
72.863644421,19110566406.250011
73.242212029,19546015625.000019
73.622746508,19977910156.249996
74.005258079,20406250000.000000
74.389757011,20831035156.250008
74.776253632,21252265625.000015
75.164758321,21669941406.250019
75.555281509,22084062500.000027
75.947833685,22494628906.250000
76.342425391,22901640625.000004
76.739067222,23305097656.250011
77.137769831,23705000000.000019
77.538543924,24101347656.250023
77.941400264,24494140625.000000
78.346349669,24883378906.250004
78.753403014,25269062500.000011
79.162571229,25651191406.250015
79.573865304,26029765625.000019
79.987296283,26404785156.250000
80.402875268,26776250000.000004
80.820613420,27144160156.250008
81.240521957,27508515625.000015
81.662612154,27869316406.250019
82.086895348,28226562500.000000
82.513382931,28580253906.250004
82.942086357,28930390625.000008
83.373017138,29276972656.250015
83.806186847,29620000000.000019
84.241607117,29959472656.250023
84.679289639,30295390625.000008
85.119246168,30627753906.250008
85.561488519,30956562500.000015
86.006028568,31281816406.250015
86.452878252,31603515625.000023
86.902049572,31921660156.250004
87.353554589,32236250000.000008
87.807405429,32547285156.250015
88.263614279,32854765625.000015
88.722193390,33158691406.250023
89.183155078,33459062500.000023
89.646511721,33755878906.250008
90.112275762,34049140625.000015
90.580459710,34338847656.250015
91.051076136,34625000000.000023
91.524137680,34907597656.250023
91.999657044,35186640625.000008
92.477646999,35462128906.249992
92.958120380,35734062499.999977
93.441090091,36002441406.249985
93.926569101,36267265624.999985
94.414570447,36528535156.249985
94.905107235,36786249999.999992
95.398192637,37040410156.249977
95.893839895,37291015624.999985
96.392062320,37538066406.249985
96.892873290,37781562499.999992
97.396286255,38021503906.249992
97.902314733,38257890625.000000
98.410972314,38490722656.249985
98.922272656,38719999999.999985
99.436229492,38945722656.249992
99.952856623,39167890624.999992
100.472167922,39386503906.250000
100.994177335,39601562499.999985
101.518898881,39813066406.249985
102.046346650,40021015624.999992
102.576534807,40225410156.249992
103.109477589,40426250000.000000
103.645189309,40623535156.250000
104.183684353,40817265624.999992
104.724977181,41007441406.249992
105.269082330,41194062499.999992
105.816014411,41377128906.250000
106.365788112,41556640625.000000
106.918418196,41732597656.249992
107.473919505,41904999999.999992
108.032306955,42073847656.249992
108.593595542,42239140625.000000
109.157800339,42400878906.250000
109.724936497,42559062499.999992
110.295019246,42713691406.249992
110.868063896,42864765624.999992
111.444085835,43012285156.250000
112.023100532,43156250000.000000
112.605123535,43296660156.249992
113.190170476,43433515624.999992
113.778257065,43566816406.250000
114.369399094,43696562500.000000
114.963612438,43822753906.250000
115.560913055,43945390625.000000
116.161316984,44064472656.249992
116.764840349,44180000000.000000
117.371499358,44291972656.250000
117.981310302,44400390625.000000
118.594289556,44505253906.250000
119.210453582,44606562499.999992
119.829818927,44704316406.250000
120.452402223,44798515625.000000
121.078220189,44889160156.250000
121.707289632,44976250000.000000
122.339627444,45059785156.250000
122.975250606,45139765625.000000
123.614176189,45216191406.250000
124.256421349,45289062500.000000
124.902003334,45358378906.250000
125.550939480,45424140625.000000
126.203247215,45486347656.250000
126.858944055,45545000000.000000
127.518047609,45600097656.250000
128.180575576,45651640625.000000
128.846545749,45699628906.250000
129.515976012,45744062500.000000
130.188884341,45784941406.250000
130.865288807,45822265625.000000
131.545207575,45856035156.250000
132.228658903,45886250000.000000
132.915661146,45912910156.250000
133.606232751,45936015625.000000
134.300392264,45955566406.250000
134.998158326,45971562500.000000
135.699549675,45984003906.250000
136.404585147,45992890625.000000
137.113283674,45998222656.250000
137.825664289,46000000000.000000
138.541746122,45998222656.250000
139.261548402,45992890625.000000
139.985090460,45984003906.250000
140.712391726,45971562500.000000
141.443471731,45955566406.250000
142.178350108,45936015625.000000
142.917046591,45912910156.250000
143.659581018,45886250000.000000
144.405973329,45856035156.250000
145.156243568,45822265625.000000
145.910411882,45784941406.250000
146.668498525,45744062500.000000
147.430523854,45699628906.250000
148.196508334,45651640625.000000
148.966472534,45600097656.250000
149.740437130,45544999999.999992
150.518422908,45486347656.250000
151.300450760,45424140625.000000
152.086541686,45358378906.250000
152.876716796,45289062500.000000
153.670997310,45216191406.249992
154.469404559,45139765625.000000
155.271959982,45059785156.250000
156.078685132,44976249999.999992
156.889601672,44889160156.250000
157.704731380,44798515624.999992
158.524096146,44704316406.250000
159.347717972,44606562500.000000
160.175618976,44505253906.249992
161.007821392,44400390625.000000
161.844347568,44291972656.249992
162.685219967,44180000000.000000
163.530461171,44064472656.249985
164.380093879,43945390624.999992
165.234140906,43822753906.250000
166.092625188,43696562499.999992
166.955569779,43566816406.250000
167.822997852,43433515624.999985
168.694932702,43296660156.249992
169.571397743,43156250000.000000
170.452416513,43012285156.249985
171.338012672,42864765624.999992
172.228210000,42713691406.249985
173.123032404,42559062499.999992
174.022503914,42400878906.250000
174.926648684,42239140624.999985
175.835490994,42073847656.249992
176.749055252,41905000000.000008
177.667365989,41732597656.250015
178.590447867,41556640625.000000
179.518325675,41377128906.250008
180.451024329,41194062500.000023
181.388568878,41007441406.250008
182.330984498,40817265625.000015
183.278296497,40623535156.250000
184.230530314,40426250000.000015
185.187711522,40225410156.250023
186.149865824,40021015625.000008
187.117019059,39813066406.250015
188.089197199,39601562500.000000
189.066426351,39386503906.250015
190.048732758,39167890625.000023
191.036142799,38945722656.250008
192.028682991,38720000000.000015
193.026379987,38490722656.250000
194.029260580,38257890625.000015
195.037351702,38021503906.249992
196.050680423,37781562500.000008
197.069273958,37538066406.250023
198.093159659,37291015625.000000
199.122365022,37040410156.250015
200.156917685,36786249999.999992
201.196845431,36528535156.250008
202.242176187,36267265625.000023
203.292938024,36002441406.250000
204.349159159,35734062500.000015
205.410867958,35462128906.249992
206.478092930,35186640625.000008
207.550862736,34907597656.250023
208.629206185,34625000000.000000
209.713152235,34338847656.250015
210.802729993,34049140624.999992
211.897968721,33755878906.250008
212.998897830,33459062500.000023
214.105546885,33158691406.250000
215.217945604,32854765625.000015
216.336123860,32547285156.249992
217.460111681,32236250000.000008
218.589939251,31921660156.250027
219.725636910,31603515625.000000
220.867235157,31281816406.250015
222.014764649,30956562499.999992
223.168256202,30627753906.250008
224.327740793,30295390624.999977
225.493249557,29959472656.250000
226.664813796,29620000000.000019
227.842464969,29276972656.249989
229.026234703,28930390625.000008
230.216154785,28580253906.249977
231.412257172,28226562500.000000
232.614573984,27869316406.250019
233.823137507,27508515624.999989
235.037980198,27144160156.250008
236.259134679,26776249999.999977
237.486633745,26404785156.250000
238.720510359,26029765625.000019
239.960797655,25651191406.249989
241.207528942,25269062500.000011
242.460737699,24883378906.249977
243.720457580,24494140625.000000
244.986722414,24101347656.250023
246.259566206,23704999999.999989
247.539023137,23305097656.250011
248.825127567,22901640624.999977
250.117914032,22494628906.250000
251.417417250,22084062500.000027
252.723672118,21669941406.249989
254.036713715,21252265625.000015
255.356577301,20831035156.249977
256.683298320,20406250000.000000
258.016912402,19977910156.250027
259.357455359,19546015624.999989
260.704963190,19110566406.250011
262.059472082,18671562499.999977
263.421018409,18229003906.250000
264.789638735,17782890625.000027
266.165369814,17333222656.249985
267.548248589,16880000000.000015
268.938312197,16423222656.249977
270.335597967,15962890625.000000
271.740143423,15499003906.249962
273.151986282,15031562499.999989
274.571164459,14560566406.250011
275.997716064,14086015624.999973
277.431679407,13607910156.250000
278.873092996,13126249999.999958
280.321995540,12641035156.249985
281.778425947,12152265625.000015
283.242423328,11659941406.249973
284.714027000,11164062500.000000
286.193276480,10664628906.249962
287.680211493,10161640624.999985
289.174871970,9655097656.250015
290.677298048,9144999999.999969
292.187530075,8631347656.250000
293.705608606,8114140624.999954
295.231574409,7593378906.249985
296.765468463,7069062500.000015
298.307331958,6541191406.249969
299.857206302,6009765625.000000
301.415133114,5474785156.249954
302.981154233,4936249999.999985
304.555311711,4394160156.250015
306.137647823,3848515624.999969
307.728205061,3299316406.250000
309.327026139,2746562499.999954
310.934153990,2190253906.249985
312.549631775,1630390624.999939
314.173502876,1066972656.249969
315.805810900,500000022.750000
317.446599682,498219305.669511
319.095913284,496444930.495376
320.753795998,494676874.641313
322.420292345,492915115.601480
324.095447078,491159630.950190
325.779305182,489410398.341621
327.471911875,487667395.509537
329.173312613,485930600.266999
330.883553083,484199990.506087
332.602679215,482475544.197616
334.330737174,480757239.390858
336.067773365,479045054.213259
337.813834437,477338966.870164
339.568967277,475638955.644538
341.333219020,473944998.896689
343.106637043,472257075.063995
344.889268969,470575162.660626
346.681162671,468899240.277274
348.482366269,467229286.580878
350.292928132,465565280.314352
352.112896882,463907200.296318
353.942321393,462255025.420834
355.781250793,460608734.657123
357.629734466,458968307.049311
359.487822050,457333721.716153
361.355563445,455704957.850776
363.233008807,454081994.720404
365.120208553,452464811.666104
367.017213363,450853388.102517
368.924074180,449247703.517595
370.840842211,447647737.472346
372.767568929,446053469.600567
374.704306077,444464879.608590
376.651105663,442881947.275021
378.608019968,441304652.450483
380.575101543,439732975.057359
382.552403214,438166895.089539
384.539978078,436606392.612161
386.537879511,435051447.761361
388.546161166,433502040.744019
390.564876974,431958151.837508
392.594081145,430419761.389438
394.633828173,428886849.817414
396.684172834,427359397.608779
398.745170189,425837385.320372
400.816875584,424320793.578277
402.899344653,422809603.077573
404.992633320,421303794.582098
407.096797799,419803348.924195
409.211894596,418308247.004471
411.337980510,416818469.791556
413.475112636,415333998.321857
415.623348365,413854813.699322
417.782745387,412380897.095192
419.953361691,410912229.747767
422.135255567,409448792.962167
424.328485609,407990568.110090
426.533110714,406537536.629579
428.749190087,405089680.024785
430.976783238,403646979.865728
433.215949988,402209417.788069
435.466750468,400776975.492868
437.729245123,399349634.746359
440.003494710,397927377.379712
442.289560303,396510185.288806
444.587503291,395098040.433996
446.897385386,393690924.839883
449.219268617,392288820.595088
451.553215338,390891709.852020
453.899288224,389499574.826652
456.257550278,388112397.798296
458.628064830,386730161.109370
461.010895537,385352847.165183
463.406106391,383980438.433704
465.813761711,382612917.445341
468.233926155,381250266.792721
470.666664715,379892469.130464
473.112042719,378539507.174965
475.570125837,377191363.704173
478.040980079,375848021.557374
480.524671798,374509463.634968
483.021267693,373175672.898257
485.530834807,371846632.369223
488.053440534,370522325.130315
490.589152616,369202734.324233
493.138039148,367887843.153712
495.700168579,366577634.881311
498.275609714,365272092.829197
500.864431713,363971200.378934
503.466704099,362674940.971273
506.082496753,361383298.105937
508.711879921,360096255.341417
511.354924212,358813796.294756
514.011700606,357535904.641346
516.682280447,356262564.114718
519.366735452,354993758.506333
522.065137710,353729471.665380
524.777559685,352469687.498567
527.504074218,351214389.969917
530.244754527,349963563.100564
532.999674212,348717190.968551
535.768907254,347475257.708624
538.552528018,346237747.512033
541.350611258,345004644.626330
544.163232114,343775933.355169
546.990466117,342551598.058103
549.832389190,341331623.150391
552.689077652,340115993.102793
555.560608217,338904692.441376
558.447057998,337697705.747318
561.348504509,336495017.656708
564.265025666,335296612.860354
567.196699791,334102476.103587
570.143605611,332912592.186065
573.105822264,331726945.961581
576.083429299,330545522.337871
579.076506676,329368306.276423
582.085134774,328195282.792280
585.109394387,327026436.953854
588.149366729,325861753.882738
591.205133437,324701218.753508
594.276776571,323544816.793545
597.364378619,322392533.282838
600.468022496,321244353.553803
603.587791548,320100262.991092
606.723769554,318960247.031409
609.876040730,317824291.163323
613.044689728,316692380.927088
616.229801639,315564501.914452
619.431461997,314440639.768478
622.649756781,313320780.183361
625.884772417,312204908.904244
629.136595778,311093011.727039
632.405314190,309985074.498245
635.691015432,308881083.114765
638.993787741,307781023.523733
642.313719808,306684881.722330
645.650900790,305592643.757606
649.005420303,304504295.726305
652.377368432,303419823.774684
655.766835728,302339214.098343
659.173913212,301262452.942043
662.598692380,300189526.599534
666.041265201,299120421.413379
669.501724124,298055123.774783
672.980162078,296993620.123416
676.476672472,295935896.947243
679.991349205,294881940.782350
683.524286659,293831738.212777
687.075579710,292785275.870341
690.645323726,291742540.434470
694.233614570,290703518.632032
697.840548602,289668197.237167
701.466222685,288636563.071117
705.110734184,287608603.002061
708.774180969,286584303.944945
712.456661421,285563652.861315
716.158274429,284546636.759156
719.879119399,283533242.692720
723.619296250,282523457.762367
727.378905424,281517269.114396
731.158047882,280514663.940886
734.956825109,279515629.479528
738.775339121,278520153.013467
742.613692461,277528221.871137
746.471988204,276539823.426102
750.350329964,275554945.096894
754.248821890,274573574.346852
758.167568674,273595698.683966
762.106675552,272621305.660711
766.066248304,271650382.873898
770.046393264,270682917.964508
774.047217315,269718898.617539
778.068827897,268758312.561849
782.111333008,267801147.569995
786.174841205,266847391.458087
790.259461614,265897032.085622
794.365303922,264950057.355337
798.492478389,264006455.213053
802.641095850,263066213.647520
806.811267710,262129320.690265
811.003105959,261195764.415442
815.216723165,260265532.939676
819.452232481,259338614.421915
823.709747651,258414997.063277
827.989383006,257494669.106902
832.291253473,256577618.837801
836.615474577,255663834.582707
840.962162440,254753304.709927
845.331433792,253846017.629193
849.723405966,252941961.791515
854.138196904,252041125.689035
858.575925165,251143497.854877
863.036709919,250249066.863006
867.520670958,249357821.328079
872.027928697,248469749.905302
876.558604175,247584841.290283
881.112819059,246703084.218892
885.690695651,245824467.467113
890.292356886,244948979.850907
894.917926338,244076610.226062
899.567528226,243207347.488059
904.241287410,242341180.571926
908.939329401,241478098.452095
913.661780362,240618090.142271
918.408767112,239761144.695280
923.180417127,238907251.202940
927.976858548,238056398.795914
932.798220179,237208576.643579
937.644631495,236363773.953883
942.516222643,235521979.973208
947.413124446,234683183.986236
952.335468409,233847375.315810
957.283386716,233014543.322799
962.257012242,232184677.405964
967.256478549,231357767.001819
972.281919895,230533801.584502
977.333471234,229712770.665636
982.411268224,228894663.794199
987.515447225,228079470.556388
992.646145306,227267180.575490
997.803500248,226457783.511748
1002.987650550,225651269.062226
1008.198735428,224847626.960686
1013.436894823,224046846.977449
1018.702269401,223248918.919270
1023.995000561,222453832.629207
1029.315230436,221661577.986488
1034.663101897,220872144.906390
1040.038758557,220085523.340104
1045.442344777,219301703.274608
1050.874005666,218520674.732542
1056.333887088,217742427.772080
1061.822135664,216966952.486803
1067.338898778,216194239.005572
1072.884324579,215424277.492404
1078.458561985,214657058.146348
1084.061760689,213892571.201355
1089.694071162,213130806.926159
1095.355644655,212371755.624153
1101.046633206,211615407.633260
1106.767189642,210861753.325817
1112.517467587,210110783.108448
1118.297621459,209362487.421944
1124.107806480,208616856.741139
1129.948178681,207873881.574790
1135.818894899,207133552.465460
