time,dB
2025-11-14T09:15:50.744874Z,-56.98
2025-11-14T09:15:50.744884Z,-57.66
2025-11-14T09:15:50.744894Z,-56.70
2025-11-14T09:15:50.744904Z,-57.46
2025-11-14T09:15:50.744914Z,-58.54
2025-11-14T09:15:50.744924Z,-59.15
2025-11-14T09:15:50.744934Z,-57.95
2025-11-14T09:15:50.744944Z,-58.17
2025-11-14T09:15:50.744954Z,-58.64
2025-11-14T09:15:50.744964Z,-58.46
2025-11-14T09:15:50.744974Z,-57.50
2025-11-14T09:15:50.744984Z,-58.79
2025-11-14T09:15:50.744994Z,-58.99
2025-11-14T09:15:50.745004Z,-58.88
2025-11-14T09:15:50.745014Z,-59.06
2025-11-14T09:15:50.745024Z,-59.11
2025-11-14T09:15:50.745034Z,-59.56
2025-11-14T09:15:50.745044Z,-59.03
2025-11-14T09:15:50.745054Z,-59.13
2025-11-14T09:15:50.745064Z,-59.06
2025-11-14T09:15:50.745074Z,-58.56
2025-11-14T09:15:50.745084Z,-58.71
2025-11-14T09:15:50.745094Z,-59.19
2025-11-14T09:15:50.745104Z,-58.95
2025-11-14T09:15:50.745114Z,-59.51
2025-11-14T09:15:50.745124Z,-59.96
2025-11-14T09:15:50.745134Z,-59.86
2025-11-14T09:15:50.745144Z,-58.93
2025-11-14T09:15:50.745154Z,-59.23
2025-11-14T09:15:50.745164Z,-61.00
2025-11-14T09:15:50.745174Z,-59.56
2025-11-14T09:15:50.745184Z,-59.30
2025-11-14T09:15:50.745194Z,-59.81
2025-11-14T09:15:50.745204Z,-60.24
2025-11-14T09:15:50.745214Z,-59.34
2025-11-14T09:15:50.745224Z,-60.60
2025-11-14T09:15:50.745234Z,-60.87
2025-11-14T09:15:50.745244Z,-60.75
2025-11-14T09:15:50.745254Z,-60.19
2025-11-14T09:15:50.745264Z,-59.29
2025-11-14T09:15:50.745274Z,-60.46
2025-11-14T09:15:50.745284Z,-59.60
2025-11-14T09:15:50.745294Z,-59.63
2025-11-14T09:15:50.745304Z,-58.76
2025-11-14T09:15:50.745314Z,-59.85
2025-11-14T09:15:50.745324Z,-58.93
2025-11-14T09:15:50.745334Z,-58.98
2025-11-14T09:15:50.745344Z,-59.23
2025-11-14T09:15:50.745354Z,-60.45
2025-11-14T09:15:50.745364Z,-59.96
2025-11-14T09:15:50.745374Z,-59.70
2025-11-14T09:15:50.745384Z,-60.16
2025-11-14T09:15:50.745394Z,-60.56
2025-11-14T09:15:50.745404Z,-60.80
2025-11-14T09:15:50.745414Z,-60.20
2025-11-14T09:15:50.745424Z,-59.35
2025-11-14T09:15:50.745434Z,-60.41
2025-11-14T09:15:50.745444Z,-60.08
2025-11-14T09:15:50.745454Z,-60.36
2025-11-14T09:15:50.745464Z,-59.17
2025-11-14T09:15:50.745474Z,-58.78
2025-11-14T09:15:50.745484Z,-59.17
2025-11-14T09:15:50.745494Z,-60.35
2025-11-14T09:15:50.745504Z,-59.69
2025-11-14T09:15:50.745514Z,-59.96
2025-11-14T09:15:50.745524Z,-60.18
2025-11-14T09:15:50.745534Z,-59.55
2025-11-14T09:15:50.745544Z,-59.33
2025-11-14T09:15:50.745554Z,-59.49
2025-11-14T09:15:50.745564Z,-59.53
2025-11-14T09:15:50.745574Z,-58.83
2025-11-14T09:15:50.745584Z,-59.28
2025-11-14T09:15:50.745594Z,-59.31
2025-11-14T09:15:50.745604Z,-58.70
2025-11-14T09:15:50.745614Z,-60.74
2025-11-14T09:15:50.745624Z,-58.91
2025-11-14T09:15:50.745634Z,-58.80
2025-11-14T09:15:50.745644Z,-58.05
2025-11-14T09:15:50.745654Z,-59.62
2025-11-14T09:15:50.745664Z,-59.50
2025-11-14T09:15:50.745674Z,-59.15
2025-11-14T09:15:50.745684Z,-59.65
2025-11-14T09:15:50.745694Z,-58.62
2025-11-14T09:15:50.745704Z,-58.73
2025-11-14T09:15:50.745714Z,-59.34
2025-11-14T09:15:50.745724Z,-59.17
2025-11-14T09:15:50.745734Z,-59.02
2025-11-14T09:15:50.745744Z,-59.39
2025-11-14T09:15:50.745754Z,-60.09
2025-11-14T09:15:50.745764Z,-58.17
2025-11-14T09:15:50.745774Z,-58.39
2025-11-14T09:15:50.745784Z,-57.86
2025-11-14T09:15:50.745794Z,-58.42
2025-11-14T09:15:50.745804Z,-57.71
2025-11-14T09:15:50.745814Z,-58.02
2025-11-14T09:15:50.745824Z,-57.76
2025-11-14T09:15:50.745834Z,-57.44
2025-11-14T09:15:50.745844Z,-56.21
2025-11-14T09:15:50.745854Z,-56.81
2025-11-14T09:15:50.745864Z,-57.56
2025-11-14T09:15:50.745874Z,-57.17
2025-11-14T09:15:50.745884Z,-57.74
2025-11-14T09:15:50.745894Z,-57.33
2025-11-14T09:15:50.745904Z,-57.10
2025-11-14T09:15:50.745914Z,-57.10
2025-11-14T09:15:50.745924Z,-56.79
2025-11-14T09:15:50.745934Z,-56.39
2025-11-14T09:15:50.745944Z,-56.52
2025-11-14T09:15:50.745954Z,-57.27
2025-11-14T09:15:50.745964Z,-57.15
2025-11-14T09:15:50.745974Z,-56.57
2025-11-14T09:15:50.745984Z,-55.70
2025-11-14T09:15:50.745994Z,-55.90
2025-11-14T09:15:50.746004Z,-56.55
2025-11-14T09:15:50.746014Z,-55.68
2025-11-14T09:15:50.746024Z,-55.80
2025-11-14T09:15:50.746034Z,-56.79
2025-11-14T09:15:50.746044Z,-56.02
2025-11-14T09:15:50.746054Z,-55.04
2025-11-14T09:15:50.746064Z,-55.65
2025-11-14T09:15:50.746074Z,-54.83
2025-11-14T09:15:50.746084Z,-55.38
2025-11-14T09:15:50.746094Z,-54.84
2025-11-14T09:15:50.746104Z,-54.67
2025-11-14T09:15:50.746114Z,-55.83
2025-11-14T09:15:50.746124Z,-55.41
2025-11-14T09:15:50.746134Z,-54.57
2025-11-14T09:15:50.746144Z,-54.25
2025-11-14T09:15:50.746154Z,-54.04
2025-11-14T09:15:50.746164Z,-53.96
2025-11-14T09:15:50.746174Z,-54.31
2025-11-14T09:15:50.746184Z,-53.79
2025-11-14T09:15:50.746194Z,-54.01
2025-11-14T09:15:50.746204Z,-53.60
2025-11-14T09:15:50.746214Z,-54.11
2025-11-14T09:15:50.746224Z,-53.93
2025-11-14T09:15:50.746234Z,-53.25
2025-11-14T09:15:50.746244Z,-53.39
2025-11-14T09:15:50.746254Z,-53.26
2025-11-14T09:15:50.746264Z,-53.24
2025-11-14T09:15:50.746274Z,-53.62
2025-11-14T09:15:50.746284Z,-53.33
2025-11-14T09:15:50.746294Z,-51.66
2025-11-14T09:15:50.746304Z,-53.50
2025-11-14T09:15:50.746314Z,-52.93
2025-11-14T09:15:50.746324Z,-53.77
2025-11-14T09:15:50.746334Z,-53.15
2025-11-14T09:15:50.746344Z,-52.69
2025-11-14T09:15:50.746354Z,-52.46
2025-11-14T09:15:50.746364Z,-52.98
2025-11-14T09:15:50.746374Z,-51.61
2025-11-14T09:15:50.746384Z,-53.64
2025-11-14T09:15:50.746394Z,-54.01
2025-11-14T09:15:50.746404Z,-52.60
2025-11-14T09:15:50.746414Z,-52.47
2025-11-14T09:15:50.746424Z,-53.54
2025-11-14T09:15:50.746434Z,-53.18
2025-11-14T09:15:50.746444Z,-53.63
2025-11-14T09:15:50.746454Z,-53.46
2025-11-14T09:15:50.746464Z,-52.81
2025-11-14T09:15:50.746474Z,-53.41
2025-11-14T09:15:50.746484Z,-53.02
2025-11-14T09:15:50.746494Z,-52.97
2025-11-14T09:15:50.746504Z,-52.97
2025-11-14T09:15:50.746514Z,-52.78
2025-11-14T09:15:50.746524Z,-53.40
2025-11-14T09:15:50.746534Z,-53.53
2025-11-14T09:15:50.746544Z,-53.68
2025-11-14T09:15:50.746554Z,-53.03
2025-11-14T09:15:50.746564Z,-53.58
2025-11-14T09:15:50.746574Z,-53.26
2025-11-14T09:15:50.746584Z,-53.94
2025-11-14T09:15:50.746594Z,-53.66
2025-11-14T09:15:50.746604Z,-53.74
2025-11-14T09:15:50.746614Z,-54.12
2025-11-14T09:15:50.746624Z,-54.18
2025-11-14T09:15:50.746634Z,-53.98
2025-11-14T09:15:50.746644Z,-54.02
2025-11-14T09:15:50.746654Z,-54.71
2025-11-14T09:15:50.746664Z,-54.74
2025-11-14T09:15:50.746674Z,-53.77
2025-11-14T09:15:50.746684Z,-53.85
2025-11-14T09:15:50.746694Z,-55.08
2025-11-14T09:15:50.746704Z,-54.76
2025-11-14T09:15:50.746714Z,-54.82
2025-11-14T09:15:50.746724Z,-54.81
2025-11-14T09:15:50.746734Z,-55.34
2025-11-14T09:15:50.746744Z,-54.99
2025-11-14T09:15:50.746754Z,-55.16
2025-11-14T09:15:50.746764Z,-55.36
2025-11-14T09:15:50.746774Z,-54.86
2025-11-14T09:15:50.746784Z,-55.08
2025-11-14T09:15:50.746794Z,-56.11
2025-11-14T09:15:50.746804Z,-55.71
2025-11-14T09:15:50.746814Z,-55.89
2025-11-14T09:15:50.746824Z,-55.63
2025-11-14T09:15:50.746834Z,-56.12
2025-11-14T09:15:50.746844Z,-56.54
2025-11-14T09:15:50.746854Z,-56.63
2025-11-14T09:15:50.746864Z,-56.50
2025-11-14T09:15:50.746874Z,-56.60
2025-11-14T09:15:50.746884Z,-56.18
2025-11-14T09:15:50.746894Z,-56.57
2025-11-14T09:15:50.746904Z,-56.93
2025-11-14T09:15:50.746914Z,-57.06
2025-11-14T09:15:50.746924Z,-56.81
2025-11-14T09:15:50.746934Z,-57.45
2025-11-14T09:15:50.746944Z,-57.19
2025-11-14T09:15:50.746954Z,-57.47
2025-11-14T09:15:50.746964Z,-57.34
2025-11-14T09:15:50.746974Z,-57.88
2025-11-14T09:15:50.746984Z,-57.08
2025-11-14T09:15:50.746994Z,-57.69
2025-11-14T09:15:50.747004Z,-58.33
2025-11-14T09:15:50.747014Z,-58.13
2025-11-14T09:15:50.747024Z,-58.06
2025-11-14T09:15:50.747034Z,-58.12
2025-11-14T09:15:50.747044Z,-58.28
2025-11-14T09:15:50.747054Z,-58.23
2025-11-14T09:15:50.747064Z,-58.16
2025-11-14T09:15:50.747074Z,-57.56
2025-11-14T09:15:50.747084Z,-57.49
2025-11-14T09:15:50.747094Z,-58.06
2025-11-14T09:15:50.747104Z,-58.86
2025-11-14T09:15:50.747114Z,-58.11
2025-11-14T09:15:50.747124Z,-58.67
2025-11-14T09:15:50.747134Z,-58.22
2025-11-14T09:15:50.747144Z,-59.50
2025-11-14T09:15:50.747154Z,-58.05
2025-11-14T09:15:50.747164Z,-58.38
2025-11-14T09:15:50.747174Z,-59.04
2025-11-14T09:15:50.747184Z,-59.25
2025-11-14T09:15:50.747194Z,-58.56
2025-11-14T09:15:50.747204Z,-58.82
2025-11-14T09:15:50.747214Z,-59.27
2025-11-14T09:15:50.747224Z,-58.81
2025-11-14T09:15:50.747234Z,-59.32
2025-11-14T09:15:50.747244Z,-58.64
2025-11-14T09:15:50.747254Z,-59.48
2025-11-14T09:15:50.747264Z,-58.40
2025-11-14T09:15:50.747274Z,-58.79
2025-11-14T09:15:50.747284Z,-58.23
2025-11-14T09:15:50.747294Z,-59.71
2025-11-14T09:15:50.747304Z,-59.40
2025-11-14T09:15:50.747314Z,-59.85
2025-11-14T09:15:50.747324Z,-59.31
2025-11-14T09:15:50.747334Z,-59.88
2025-11-14T09:15:50.747344Z,-59.27
2025-11-14T09:15:50.747354Z,-60.07
2025-11-14T09:15:50.747364Z,-58.94
2025-11-14T09:15:50.747374Z,-59.34
2025-11-14T09:15:50.747384Z,-59.54
2025-11-14T09:15:50.747394Z,-59.10
2025-11-14T09:15:50.747404Z,-59.31
2025-11-14T09:15:50.747414Z,-60.63
2025-11-14T09:15:50.747424Z,-58.09
2025-11-14T09:15:50.747434Z,-58.70
2025-11-14T09:15:50.747444Z,-59.37
2025-11-14T09:15:50.747454Z,-59.53
2025-11-14T09:15:50.747464Z,-58.04
2025-11-14T09:15:50.747474Z,-59.74
2025-11-14T09:15:50.747484Z,-59.67
2025-11-14T09:15:50.747494Z,-58.92
2025-11-14T09:15:50.747504Z,-59.44
2025-11-14T09:15:50.747514Z,-54.70
2025-11-14T09:15:50.747524Z,-59.38
2025-11-14T09:15:50.747534Z,-59.64
2025-11-14T09:15:50.747544Z,-58.80
2025-11-14T09:15:50.747554Z,-59.97
2025-11-14T09:15:50.747564Z,-58.94
2025-11-14T09:15:50.747574Z,-58.77
2025-11-14T09:15:50.747584Z,-57.63
2025-11-14T09:15:50.747594Z,-59.46
2025-11-14T09:15:50.747604Z,-58.93
2025-11-14T09:15:50.747614Z,-58.87
2025-11-14T09:15:50.747624Z,-57.62
2025-11-14T09:15:50.747634Z,-58.48
2025-11-14T09:15:50.747644Z,-58.58
2025-11-14T09:15:50.747654Z,-58.36
2025-11-14T09:15:50.747664Z,-59.64
2025-11-14T09:15:50.747674Z,-59.21
2025-11-14T09:15:50.747684Z,-58.68
2025-11-14T09:15:50.747694Z,-58.73
2025-11-14T09:15:50.747704Z,-58.67
2025-11-14T09:15:50.747714Z,-58.25
2025-11-14T09:15:50.747724Z,-58.99
2025-11-14T09:15:50.747734Z,-58.81
2025-11-14T09:15:50.747744Z,-58.90
2025-11-14T09:15:50.747754Z,-58.09
2025-11-14T09:15:50.747764Z,-58.39
2025-11-14T09:15:50.747774Z,-57.86
2025-11-14T09:15:50.747784Z,-58.92
2025-11-14T09:15:50.747794Z,-58.02
2025-11-14T09:15:50.747804Z,-58.47
2025-11-14T09:15:50.747814Z,-58.06
2025-11-14T09:15:50.747824Z,-57.96
2025-11-14T09:15:50.747834Z,-57.35
2025-11-14T09:15:50.747844Z,-58.50
2025-11-14T09:15:50.747854Z,-57.71
2025-11-14T09:15:50.747864Z,-57.15
2025-11-14T09:15:50.747874Z,-57.67
2025-11-14T09:15:50.747884Z,-57.60
2025-11-14T09:15:50.747894Z,-57.23
2025-11-14T09:15:50.747904Z,-57.33
2025-11-14T09:15:50.747914Z,-56.62
2025-11-14T09:15:50.747924Z,-56.79
2025-11-14T09:15:50.747934Z,-57.32
2025-11-14T09:15:50.747944Z,-56.81
2025-11-14T09:15:50.747954Z,-56.56
2025-11-14T09:15:50.747964Z,-56.88
2025-11-14T09:15:50.747974Z,-57.54
2025-11-14T09:15:50.747984Z,-56.48
2025-11-14T09:15:50.747994Z,-56.73
2025-11-14T09:15:50.748004Z,-55.63
2025-11-14T09:15:50.748014Z,-56.22
2025-11-14T09:15:50.748024Z,-56.05
2025-11-14T09:15:50.748034Z,-56.17
2025-11-14T09:15:50.748044Z,-56.42
2025-11-14T09:15:50.748054Z,-55.13
2025-11-14T09:15:50.748064Z,-55.48
2025-11-14T09:15:50.748074Z,-55.80
2025-11-14T09:15:50.748084Z,-55.36
2025-11-14T09:15:50.748094Z,-55.19
2025-11-14T09:15:50.748104Z,-55.08
2025-11-14T09:15:50.748114Z,-54.44
2025-11-14T09:15:50.748124Z,-55.41
2025-11-14T09:15:50.748134Z,-54.07
2025-11-14T09:15:50.748144Z,-55.12
2025-11-14T09:15:50.748154Z,-54.35
2025-11-14T09:15:50.748164Z,-54.45
2025-11-14T09:15:50.748174Z,-54.37
2025-11-14T09:15:50.748184Z,-53.77
2025-11-14T09:15:50.748194Z,-54.15
2025-11-14T09:15:50.748204Z,-53.83
2025-11-14T09:15:50.748214Z,-53.95
2025-11-14T09:15:50.748224Z,-53.49
2025-11-14T09:15:50.748234Z,-53.72
2025-11-14T09:15:50.748244Z,-53.04
2025-11-14T09:15:50.748254Z,-53.57
2025-11-14T09:15:50.748264Z,-53.94
2025-11-14T09:15:50.748274Z,-53.95
2025-11-14T09:15:50.748284Z,-53.94
2025-11-14T09:15:50.748294Z,-52.10
2025-11-14T09:15:50.748304Z,-52.86
2025-11-14T09:15:50.748314Z,-53.70
2025-11-14T09:15:50.748324Z,-52.61
2025-11-14T09:15:50.748334Z,-53.16
2025-11-14T09:15:50.748344Z,-53.10
2025-11-14T09:15:50.748354Z,-52.75
2025-11-14T09:15:50.748364Z,-53.15
2025-11-14T09:15:50.748374Z,-52.86
2025-11-14T09:15:50.748384Z,-52.56
2025-11-14T09:15:50.748394Z,-53.35
2025-11-14T09:15:50.748404Z,-53.45
2025-11-14T09:15:50.748414Z,-53.86
2025-11-14T09:15:50.748424Z,-53.45
2025-11-14T09:15:50.748434Z,-52.95
2025-11-14T09:15:50.748444Z,-52.44
2025-11-14T09:15:50.748454Z,-52.93
2025-11-14T09:15:50.748464Z,-54.06
2025-11-14T09:15:50.748474Z,-53.50
2025-11-14T09:15:50.748484Z,-53.52
2025-11-14T09:15:50.748494Z,-52.88
2025-11-14T09:15:50.748504Z,-53.17
2025-11-14T09:15:50.748514Z,-54.36
2025-11-14T09:15:50.748524Z,-54.39
2025-11-14T09:15:50.748534Z,-53.67
2025-11-14T09:15:50.748544Z,-54.47
2025-11-14T09:15:50.748554Z,-53.96
2025-11-14T09:15:50.748564Z,-53.65
2025-11-14T09:15:50.748574Z,-53.44
2025-11-14T09:15:50.748584Z,-53.86
2025-11-14T09:15:50.748594Z,-54.63
2025-11-14T09:15:50.748604Z,-53.69
2025-11-14T09:15:50.748614Z,-54.08
2025-11-14T09:15:50.748624Z,-53.62
2025-11-14T09:15:50.748634Z,-54.16
2025-11-14T09:15:50.748644Z,-54.53
2025-11-14T09:15:50.748654Z,-53.97
2025-11-14T09:15:50.748664Z,-54.57
2025-11-14T09:15:50.748674Z,-55.10
2025-11-14T09:15:50.748684Z,-55.24
2025-11-14T09:15:50.748694Z,-55.79
2025-11-14T09:15:50.748704Z,-54.97
2025-11-14T09:15:50.748714Z,-54.61
2025-11-14T09:15:50.748724Z,-55.79
2025-11-14T09:15:50.748734Z,-55.72
2025-11-14T09:15:50.748744Z,-55.55
2025-11-14T09:15:50.748754Z,-55.95
2025-11-14T09:15:50.748764Z,-55.92
2025-11-14T09:15:50.748774Z,-55.96
2025-11-14T09:15:50.748784Z,-56.78
2025-11-14T09:15:50.748794Z,-56.16
2025-11-14T09:15:50.748804Z,-56.38
2025-11-14T09:15:50.748814Z,-56.99
2025-11-14T09:15:50.748824Z,-57.33
2025-11-14T09:15:50.748834Z,-56.96
2025-11-14T09:15:50.748844Z,-56.81
2025-11-14T09:15:50.748854Z,-56.89
2025-11-14T09:15:50.748864Z,-57.51
2025-11-14T09:15:50.748874Z,-57.04
2025-11-14T09:15:50.748884Z,-57.70
2025-11-14T09:15:50.748894Z,-57.80
2025-11-14T09:15:50.748904Z,-56.63
2025-11-14T09:15:50.748914Z,-57.83
2025-11-14T09:15:50.748924Z,-57.81
2025-11-14T09:15:50.748934Z,-58.36
2025-11-14T09:15:50.748944Z,-58.28
2025-11-14T09:15:50.748954Z,-57.50
2025-11-14T09:15:50.748964Z,-58.23
2025-11-14T09:15:50.748974Z,-58.10
2025-11-14T09:15:50.748984Z,-58.48
2025-11-14T09:15:50.748994Z,-57.85
2025-11-14T09:15:50.749004Z,-58.73
2025-11-14T09:15:50.749014Z,-59.11
2025-11-14T09:15:50.749024Z,-58.69
2025-11-14T09:15:50.749034Z,-59.31
2025-11-14T09:15:50.749044Z,-59.39
2025-11-14T09:15:50.749054Z,-58.60
2025-11-14T09:15:50.749064Z,-59.73
2025-11-14T09:15:50.749074Z,-60.17
2025-11-14T09:15:50.749084Z,-59.62
2025-11-14T09:15:50.749094Z,-60.32
2025-11-14T09:15:50.749104Z,-58.93
2025-11-14T09:15:50.749114Z,-59.64
2025-11-14T09:15:50.749124Z,-59.95
2025-11-14T09:15:50.749134Z,-59.55
2025-11-14T09:15:50.749144Z,-60.75
2025-11-14T09:15:50.749154Z,-60.95
2025-11-14T09:15:50.749164Z,-60.08
2025-11-14T09:15:50.749174Z,-59.87
2025-11-14T09:15:50.749184Z,-59.30
2025-11-14T09:15:50.749194Z,-60.81
2025-11-14T09:15:50.749204Z,-61.24
2025-11-14T09:15:50.749214Z,-60.47
2025-11-14T09:15:50.749224Z,-59.16
2025-11-14T09:15:50.749234Z,-59.34
2025-11-14T09:15:50.749244Z,-59.85
2025-11-14T09:15:50.749254Z,-60.40
2025-11-14T09:15:50.749264Z,-60.21
2025-11-14T09:15:50.749274Z,-60.83
2025-11-14T09:15:50.749284Z,-60.43
2025-11-14T09:15:50.749294Z,-60.00
2025-11-14T09:15:50.749304Z,-60.14
2025-11-14T09:15:50.749314Z,-60.27
2025-11-14T09:15:50.749324Z,-60.41
2025-11-14T09:15:50.749334Z,-60.15
2025-11-14T09:15:50.749344Z,-59.98
2025-11-14T09:15:50.749354Z,-60.31
2025-11-14T09:15:50.749364Z,-60.69
2025-11-14T09:15:50.749374Z,-59.61
2025-11-14T09:15:50.749384Z,-60.38
2025-11-14T09:15:50.749394Z,-60.18
2025-11-14T09:15:50.749404Z,-61.45
2025-11-14T09:15:50.749414Z,-60.28
2025-11-14T09:15:50.749424Z,-59.78
2025-11-14T09:15:50.749434Z,-60.33
2025-11-14T09:15:50.749444Z,-59.37
2025-11-14T09:15:50.749454Z,-59.61
2025-11-14T09:15:50.749464Z,-60.71
2025-11-14T09:15:50.749474Z,-61.23
2025-11-14T09:15:50.749484Z,-60.47
2025-11-14T09:15:50.749494Z,-59.53
2025-11-14T09:15:50.749504Z,-60.55
2025-11-14T09:15:50.749514Z,-60.63
2025-11-14T09:15:50.749524Z,-59.81
2025-11-14T09:15:50.749534Z,-59.72
2025-11-14T09:15:50.749544Z,-60.65
2025-11-14T09:15:50.749554Z,-60.00
2025-11-14T09:15:50.749564Z,-60.39
2025-11-14T09:15:50.749574Z,-58.91
2025-11-14T09:15:50.749584Z,-60.63
2025-11-14T09:15:50.749594Z,-59.93
2025-11-14T09:15:50.749604Z,-60.66
2025-11-14T09:15:50.749614Z,-60.45
2025-11-14T09:15:50.749624Z,-60.03
2025-11-14T09:15:50.749634Z,-59.46
2025-11-14T09:15:50.749644Z,-59.72
2025-11-14T09:15:50.749654Z,-60.61
2025-11-14T09:15:50.749664Z,-59.02
2025-11-14T09:15:50.749674Z,-59.46
2025-11-14T09:15:50.749684Z,-59.47
2025-11-14T09:15:50.749694Z,-59.11
2025-11-14T09:15:50.749704Z,-59.99
2025-11-14T09:15:50.749714Z,-59.05
2025-11-14T09:15:50.749724Z,-59.82
2025-11-14T09:15:50.749734Z,-59.41
2025-11-14T09:15:50.749744Z,-59.93
2025-11-14T09:15:50.749754Z,-59.62
2025-11-14T09:15:50.749764Z,-58.72
2025-11-14T09:15:50.749774Z,-59.25
2025-11-14T09:15:50.749784Z,-58.86
2025-11-14T09:15:50.749794Z,-59.82
2025-11-14T09:15:50.749804Z,-58.91
2025-11-14T09:15:50.749814Z,-59.85
2025-11-14T09:15:50.749824Z,-58.45
2025-11-14T09:15:50.749834Z,-58.31
2025-11-14T09:15:50.749844Z,-58.13
2025-11-14T09:15:50.749854Z,-57.95
2025-11-14T09:15:50.749864Z,-59.09
2025-11-14T09:15:50.749874Z,-59.10
2025-11-14T09:15:50.749884Z,-58.30
2025-11-14T09:15:50.749894Z,-58.15
2025-11-14T09:15:50.749904Z,-58.00
2025-11-14T09:15:50.749914Z,-57.00
2025-11-14T09:15:50.749924Z,-57.39
2025-11-14T09:15:50.749934Z,-57.48
2025-11-14T09:15:50.749944Z,-57.36
2025-11-14T09:15:50.749954Z,-57.91
2025-11-14T09:15:50.749964Z,-57.08
2025-11-14T09:15:50.749974Z,-57.03
